Name,Base Price,Dealers,Description
3711,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 10.0 GPM 25 Degree Green GP D25100Q"
3713,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 7.0 GPM 40 Degree White D40070Q"
3714,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 7.5 GPM 40 Degree White D40075Q"
3716,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 8.0 GPM 40 Degree White GP Number D40080Q"
3718,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 9.0 GPM 40 Degree White GP D40090Q"
3721,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 10.0 GPM 40 Degree White GP D40100Q"
37240-ZG5-004,$39.18 ,$29.86 ,IGX800 oil pressure switch TE unit
3741,$111.30 ,$89.03 ,Poly Fuel Tank for Hot Box
3779,$17.80 ,$14.27 ,K7 Orifice #1-2 ONLY
3787,$173.34 ,$138.67 ,PSI Mosmatic SS surface cleaner replacement swivel
3833,$142.10 ,$113.67 ,"Comet HWD, LW, LWS Packing Kit 18mm 5019.0037.00"
3836,$29.23 ,$17.54 ,P40 Regulator Body 0424.0564 #22
3863,$26.20 ,$26.20 ,Valve set Honda GX340-390 intake and exhaust
39.0032,$13.10 ,$8.50 ,"1/2"" orings 25 pack"
39.0032-1,$0.50 ,$0.35 ,"1/2"" Buna O-Ring (Single)"
39.0033,$22.36 ,$16.50 ,"O-ring 1/2"" Viton FKM 25 pack"
39.0033-1,$1.00 ,$0.75 ,"1/2"" Viton O-Ring (Single)"
3958,$10.50 ,$8.39 ,Oring Pick tools SS dental pick
39700-Z6L-003,$246.04 ,$221.44 ,Meter Assy.; Hour 9337619
3EL1214,$2.00 ,$1.17 ,"Poly Elbow 1/2"" mpt x 1/4"" barb"
3VX335,$14.49 ,$9.59 ,3VX335 v belt Single
3VX355,$15.23 ,$9.87 ,3VX355 V belt single
3VX400,$15.20 ,$13.70 ,3V Section Cogged Belt
3VX425,$14.70 ,$10.28 ,3VX425 v belt Single
3VX450,$14.70 ,$10.49 ,3VX450 v belt Single
4-3V335SH,$41.80 ,$30.80 ,"4-3V335SH / V-Belt Pulley, Cast Iron"
4-3V690SK,$69.98 ,$54.43 ,4-3V690SK / V-Belt Pulley / 4-Groove /Cast Iron
4/3VX425,$78.99 ,$58.99 ,Single belt for 4 groove Belt drive machine PRESSURE PRO
4/3VX450,$95.00 ,$71.21 ,4/3VX450 BANDED 4 GROOVE BELT BANDIT
4001,$21.00 ,$16.80 ,"Bearing for 1"" Titan Manifold"
4002,$25.20 ,$20.16 ,"Pillow blocks for Titan 1"" Bearing"
4007 PW-F6BH,$250.99 ,$219.99 ,Aluminum Cart frame with bent handle 10' tires
40070,$15.40 ,$12.31 ,"1/2"" X 6"" BRASS NIPPLE"
4012-6,$555.00 ,$437.14 ,"Full Frame Aluminum Reel w/ 1"" Manifold"
4012-6E,$808.00 ,$686.33 ,"Titan 12"" Electric reel 1"" Steel Manifold/Super Swivel Full Frame Alu"
4018-6,$556.00 ,$471.75 ,"18"" Alum/Iron full frame Reel 1"" Manifold"
4018-6E,$960.00 ,$844.80 ,"Titan 18"" Electric reel w/1"" Manifold"
4022-6E,$945.00 ,$803.24 ,"Titan 22"" Electric w/1"" Manifold"
4028-6,$630.00 ,$503.99 ,"Titan manual aluminum Hose reel 28"" with 1"" manifold"
4028-6E,"$1,099.00 ",$874.25 ,"Titan 28"" Full Frame Aluminum Electric Reel w/ 1"" Manifold"
403240510,$89.99 ,$69.98 ,"SA-3240 Inline Hydro Excavation Spray Gun - 3200 PSI, 16 GPM - Orange"
405-005,$2.60 ,$2.36 ,"1/2"" PVC Tee"
405-007,$4.56 ,$3.16 ,"3/4"" PVC Tee"
405-010,$4.70 ,$3.54 ,"PVC Tee 1"""
406-012,$2.10 ,$1.89 ,1 1/4 PVC 90 Elbow
41.0095,$5.30 ,$3.94 ,"Replacement Switch for ""Big"" pressure switch"
4150,$120.80 ,$90.56 ,ZWD-K/AXD/BXD Unloader kit
4183,$399.99 ,$306.60 ,LWD 3025 Comet PMR Fully Plumbed 3GPM@2500PSI
4185,$163.07 ,$146.76 ,Seal kit TWS5050 Comet
42.0079,$46.98 ,$27.86 ,Red recoil starter assembly Honda GX 340 390
42.008,$37.00 ,$25.73 ,Carburetor Assy GX 160
42.0081,$37.50 ,$25.00 ,Carburetor Assy GX 200 50.5063
42.0082,$42.00 ,$29.40 ,Carburetor Assy GX 240. 173F
42.0083,$45.60 ,$31.91 ,Carburetor Assy GX 270. 177F
42.0084,$44.95 ,$29.99 ,Carburetor Assy GX 340. 182F
42.0085,$53.00 ,$32.90 ,Carburetor Assy GX 390. 188F
42.0086,$26.30 ,$18.38 ,"Air Filter Housing Assy GX240-270, 173F-177F"
42.0087,$31.50 ,$22.05 ,"Air Filter Housing Assy GX340-390, 182F-188F"
42.0089,$8.99 ,$6.31 ,50.5135 Air Filter GX 140 160 200
42.0092,$15.80 ,$11.81 ,Throttle Control Assy GX240-270 173F-177F
42.0102,$52.50 ,$36.75 ,Muffler Assy. GX240-270
42.0105,$21.00 ,$14.70 ,"Muffler Exhaust Pipe GX 240-270-340-390, 173F-177F-182F-188F"
42.0107,$50.00 ,$37.46 ,"Honda GX 240-390 White gas tank includes joint, cap and filter"
42.0118,$21.00 ,$15.75 ,Ignition Coil GX20-270-340
42.0149,$21.00 ,$15.75 ,Air Filter Housing Assy GX120 160 200
42.017,$4.70 ,$3.31 ,GX Top side tank filter
42.0171,$6.30 ,$4.73 ,Fuel Tank Cap GX Series Poly with Gasket
42.0172,$9.50 ,$7.09 ,Chrome gas cap Honda GX models
42.0177,$12.60 ,$8.82 ,"Gasket Kit GX200 Set of 6,196F"
42.0181,$13.70 ,$9.56 ,"Gasket Kit GX240 Set of 6,173F"
42.0183,$14.70 ,$10.29 ,"Gasket Kit GX340 Set of 7,182F"
42.0187,$15.80 ,$11.81 ,Muffler Shield for GX340-390
42.0189,$15.70 ,$11.02 ,Ignition Coil for GX 390 Honda
42.0197,$21.00 ,$14.70 ,Fan shroud Honda GX160
42.0205,$6.99 ,$3.99 ,40140H Control Spring GX160-200 Set
42.0206,$10.50 ,$7.35 ,"Throttle Control Spring GX240-270 Set, 173F-177F"
42.0207,$10.50 ,$7.35 ,"Throttle Control Spring GX340-390 Set, 50.5443"
42.0228,$16.30 ,$10.30 ,Air Filter Honda GX 340 390 42.0228
42.024,$6.99 ,$4.99 ,GX Series Oil Alert Unit with Longer Wire for GX 340-390
42.0241,$49.99 ,$34.99 ,Muffler Assembly GX 340 390
42.0291,$11.50 ,$8.08 ,Recoil Starter Pulley PART ONLY NOT COMPLETE RECOIL ASSEMBLEY!!!!!!!!!!!
42.0299,$11.50 ,$8.08 ,"Float Chamber Set GX 120-160-200, 168F-196F"
42.03,$9.40 ,$6.61 ,Float Chamber Set GX 240-270-340-390
42.0631,$40.33 ,$30.20 ,"Honda GX 120 White Gas tank includes joint, cap and filter"
42.0634,$8.40 ,$5.87 ,B&S GC GCV blue and white square air filter
42.0645,$84.99 ,$64.49 ,Cylinder Head Assembly GX270 50.5371
42.074,$1.30 ,$0.92 ,Cover Wing Nut GX Series
42.0743,$0.80 ,$0.55 ,"Flange Bolt, Valve Cover, Fan Cover Shroud GX120-140-200 6x12mm, 196F"
42.0746,$0.80 ,$0.55 ,Flange Bolt GX Series Motors - Short (6mm x 8mm)
42.0751,$4.20 ,$2.94 ,"Flange Bolt, Cylinder Head GX140-160-200, 8x60mm 168F-196F"
42.0752,$4.20 ,$2.94 ,"Flange Bolt, Cylinder Head GX240-270-340-390, 10x80mm 173F-177F-182F-188F"
42.0774,$3.20 ,$2.21 ,"Breather Tube GX240-270-340-390, 173F-177F182F-188F"
42.0782,$6.30 ,$4.41 ,GX Noise Suppression Spark plug Cap
42.0796,$5.30 ,$3.68 ,Muffler Exhaust Deflector GX 240-270-340-390
42.0801,$8.40 ,$5.88 ,"Recoil/Starter Spring GX120-160-200, 168F-196F"
42.0802,$10.50 ,$7.35 ,"Recoil/Starter Spring GX240-270-340-390,173F-177F-182F-188F"
42.0805,$2.60 ,$1.84 ,Choke Lever All GX models
42.0809,$6.99 ,$4.75 ,Starter Handle GX 390-200
42.0818,$15.99 ,$11.49 ,50.5402 Head Gasket GX270 (6 Pack)
42.0818-1,$2.99 ,$2.09 ,50.5402 Head Gasket GX270 - Single
42.0833,$42.00 ,$29.40 ,GX 390 Black Recoil Starter Assy. 50.9141
42.0842,$36.80 ,$27.56 ,Black Honda gas tank GX 140 200
42.0843,$47.10 ,$35.32 ,Black gas tank Honda GX 240 390
4212,$136.50 ,$109.19 ,GP kit 109
4216,$52.50 ,$42.00 ,"High limit switch with 60"" leads 1/2mpt 230 degrees max"
4240,$2.10 ,$1.58 ,TS 1011 valve cap o-ring
425-1GBB,$57.80 ,$47.36 ,Texture Eze 3500 H2Cool Baja Beach 1 Gallon
425-1GET,$57.80 ,$47.36 ,Texture Eze Elephant Tusk 1 GALLON
425-1GFG,$57.80 ,$47.36 ,Texture Eze 1 Gal Fog
425-1GIC,$57.80 ,$47.36 ,Texture Eze 3500 H2Cool Ivory Coast 1 Gallon
425-1GPC,$57.80 ,$47.36 ,Texture Eze 3500 H2Cool Pine Cone 1 Gallon
425-1GPP,$57.80 ,$47.36 ,Texture Eze Pepper 1 GALLON
425-1GPT,$57.80 ,$47.36 ,Texture eez 3500 H2Cool Pecan Tan 1 Gallon
425-1GSM,$57.80 ,$47.36 ,Texture EEZ 3500 H2Cool Silver Mist 1 Gallon
425-1GSP,$57.80 ,$47.36 ,Texture Eze 1 Gal Space
425-5GBB,$218.10 ,$178.82 ,Texture EEZ 3500 H2Cool Baja Beach 5 Gallon
425-5GCY,$218.10 ,$178.82 ,Texture eez 3500 H2Cool Cayenne 5 Gallon
425-5GET,$218.10 ,$178.82 ,Texture eez 3500 H2Cool Elephant Tusk 5 gallon
425-5GFG,$218.10 ,$178.82 ,Texture EEZ 3500 H2Cool Fog 5 Gallon
425-5GIC,$218.10 ,$178.82 ,Texture eez 3500 H2Cool Ivory Coast 5 gallon
425-5GPC,$218.10 ,$178.82 ,Texture Eze 3500 H2Cool Pine Cone 5 Gallon
425-5GPP,$218.10 ,$178.82 ,Texture Eze 3500 H2Cool Pepper 5 Gallon
425-5GPT,$218.10 ,$178.82 ,Texture eez 3500 H2Cool Pecan Tan 5 gallon
425-5GSA,$218.10 ,$178.82 ,Texture eez 3500 H2Cool White Salt
425-5GSM,$218.10 ,$178.82 ,Texture EEZ 3500 H2Cool Silver Mist 5 Gallon
425-5GSP,$218.10 ,$178.82 ,Texture EEZ 3500 H2Cool Space 5 Gallon
43.473,$49.99 ,$40.00 ,"Mosmatic 1/2"" 90 FPT x FPT stainless SS swivel"
43.5021,$49.99 ,$33.60 ,"MTM Hydro 5,000 PSI Top Mount Gauge on Stainless QC Fitting"
430-602,$10.50 ,$8.40 ,On Off Switch single wire for GX
4301,$73.50 ,$62.48 ,Titan Reel Side Panel
4302-0018-ST,$40.00 ,$35.00 ,Titan 3018 black steel cross brace
4304,$86.30 ,$73.31 ,Left Panel for 4300E Aluminum Reel
4305,$86.30 ,$73.31 ,Right Panel for 4300E Aluminum Reel
4312ES,$809.10 ,$647.27 ,"12"" Aluminum Full frame hose reel with 1/2"" Stainless Manifold Electric"
4312S,$485.00 ,$388.00 ,"12"" Alu/SS Full"
4318ES,$825.00 ,$696.15 ,"18"" Electric SS Alu Titan Reel"
4318S,$499.00 ,$399.16 ,"18"" Alu/SS Full Reel"
4322ES,$839.00 ,$668.48 ,"22"" Titan Electric SS / Alum Reel"
435-070,$99.99 ,$74.99 ,Honda 31210-ZE1-023 GX 160 200 starter
4379,$42.50 ,$33.96 ,"3/3V650SDS 6.50"" OD 3 GROOVE SHEAVE"
438-166,$3.70 ,$2.57 ,1 1/4 x 1/2 PVC Reducer
438-167,$3.70 ,$2.57 ,1 x 3/4 PVC Reducer
438-168,$3.70 ,$2.93 ,1 1/4 x 1 PVC Reducer
44-3006,$43.00 ,$43.00 ,Ball Cage for Titan 440IX
44.0254,$93.25 ,$71.95 ,Foam Cannon PF 22
440-467,$35.50 ,$35.50 ,"Stens Ignition Coil  
Briggs & Stratton 590454"
4417,$201.21 ,$189.94 ,"Coil Wrap Insulation 1""x24""x25' roll"
44214,$3.29 ,$1.99 ,APM Hexseal C1131/35 2202 Full Toggle Boot
44251,$9.45 ,$5.42 ,"Carling Technologies 2FA53-78 TABS Toggle Switch 15A, Sealed Metal, On-Off, SPST, 2 Terminals"
447-012,$2.10 ,$1.47 ,1 1/4 PVC Cap
4470,$122.50 ,$98.00 ,Comet ZWD 5030 seal kit 5019.0290.00
44852,$135.00 ,$95.00 ,Norwesco 7 Gallon Flat Bottom Utility Tank
44853,$139.00 ,$105.00 ,"16 Gallon Loaf tank 20"" w x 14"" t 17"" l"
4495,$6.80 ,$5.12 ,Push lock Hose Barb 1/2 x 3/4 mpt
45.0001,$203.50 ,$155.50 ,Veloci Aluminum Skid Frame
4511-1001-100,$240.00 ,$136.00 ,"1"" Clear Poly Braided Hose - 100ft Roll"
4511-1001-300,$720.00 ,$408.00 ,"1"" Clear Poly Braided Hose - 300ft Roll"
4541,$21.95 ,$14.99 ,7006U CAD CELL FLAME DETECTOR
4542 22.0105,$2.16 ,$1.82 ,Rubber Frame Foot Hockey Puck
4548C4,$93.50 ,$73.50 ,Stacking Kit Titan Silver Powder coated
4548P,$93.50 ,$73.50 ,Stacking Kit Powder Coated Black
4551,$12.60 ,$10.07 ,"General Pump crankshaft oil seal 90164800 OIL SEAL, 30 X 55 X 7"
467324,$29.25 ,$24.40 ,"24"" Curved Extension w/ Swivel Body Teejet"
4692,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 6.5 GPM 0 Degree Red D00065Q"
4717,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 6.5 GPM 15 Degree Yellow D15065Q"
47200074,$7.40 ,$5.88 ,TSF2021/2221 pump rail GP
4733,$64.60 ,$51.69 ,Roto EZE Surface Cleaner Replacement Cover
4754,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 6.5 GPM 25 Degree Green D25065Q"
4797,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 6.5 GPM 40 Degree White D40065Q"
48044,$4.50 ,$3.63 ,"3/8"" X 3"" 304 SS NIPPLE"
48060,$6.80 ,$4.78 ,1/2 Close Nipple SS 304
4812S,$365.00 ,$325.00 ,"12 "" ALU/SS U Reel"
4818S,$387.50 ,$317.71 ,"18"" Alu/SS U Reel"
4835,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 3 GPM 0 Degree 00030
4836,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 3.5 GPM 0 Degree 00035
4837,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 4 GPM 0 Degree 00040
4838,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 4.5 GPM 0 Degree 00045
4839,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 5 GPM 0 Degree 00050
4841,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 5.5 GPM 0 Degree 00055
4848,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 6.0 GPM 0 Degree 00060
485-173,$2.10 ,$1.46 ,GX390 gasket
4851,$6.60 ,$3.15 ,001/4 Meg SurfaceCleaner Nozzle 6.5 GPM 0 Degree 00065
4873,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 5 GPM 15 Degree 15050
4874,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 5.5 GPM 15 Degree 15055
4875,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 6.0 GPM 15 Degree 15060
4882,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 6.5 GPM 15 Degree 15065
4898,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 5.5 GPM 25 Degree 25055
49.6001,$59.99 ,$39.96 ,Kit 1 Check valves Fits ZWD EZ TS RW pumps
49.6002,$23.50 ,$18.80 ,Veloci Replacement Pump Kit for GP Kit 2
49.6023,$52.50 ,$36.75 ,Pump Kit G28 Complete Seal Packing
49.6031,$72.98 ,$54.93 ,Pump Kit G 69 Seal Kit Packing
49.6039,$84.00 ,$54.59 ,GP Kit 88 New style 15mm Packing/Seals
49.6045,$43.00 ,$27.95 ,GP kit 97 Packing seal kit
49.6048,$57.80 ,$40.46 ,GP Kit 123 Check Valves
49.606,$82.55 ,$66.55 ,GP Kit 160 packing seals
49.6067,$49.99 ,$32.99 ,TSS replacement piston 47040409
49.6073,$47.30 ,$33.08 ,AR Kit 1828 check valves
49.6077,$87.43 ,$61.20 ,Kit 1857 AR seal kit
49.6079,$52.50 ,$31.50 ,Check Valve for AR XM Pump Kit 1862
49.6095,$52.50 ,$39.37 ,Veloci Replacement Pump Kit for AR Kit 2741
49.6102,$92.76 ,$66.83 ,AR2780 XWA XWAM XWL valve kit
49.6104,$96.27 ,$67.73 ,AR 2782 Water Seal Kit for XWA 20mm
49.6105,$78.72 ,$65.09 ,AR 2783 22mm seal kit XW 30.25
49.6121,$55.00 ,$35.18 ,49.6121 Comet TW ceramic plunger piston 0202.0043
49.6122,$42.00 ,$25.20 ,ZWD complete seal kit with brass
49.6123,$109.99 ,$79.99 ,Comet RW4040 Seal Kit 5019.0673.00 18mm
49.6129,$127.48 ,$82.86 ,Comet seal kit 5019.0218.00 FWS2 PSI#6673
49.6139,$15.08 ,$10.08 ,49.6139 Comet TW oil seal kit
49.6145,$64.89 ,$42.50 ,50190035 Comet LWD Packing/Seal kit
49.6146,$56.96 ,$39.98 ,ZWD 15mm packing seal kit
49.615,$109.99 ,$79.99 ,Pump Seal Kit for Comet 5019.0039.00 Red Eye HW5030 20mm
49.6151,$114.36 ,$83.43 ,Comet RW5535 Seal Kit 5019.0672.00 20mm
49.6152,$109.99 ,$88.00 ,5019.0646.00 Comet TW Water Seal Kit - 22mm 
49.6165,$119.00 ,$84.50 ,Comet TW valve kit 5025002000
49.6168,$21.00 ,$17.22 ,GP CERAMIC PLUNGER 15 X 25
49.6169,$179.99 ,$142.35 ,GP kit 169 TSS check valves
49.617,$84.95 ,$63.95 ,GP kit 170
49.6171,$69.48 ,$48.63 ,PUMP KIT 171 COMPLETE SEAL PACKING KIT (20MM) With Brass
49.6172,$68.00 ,$49.00 ,GP 66040009 TSF 2021 replacement piston plunger Ceramic
49.6173,$1.50 ,$1.02 ,Pump Kit O Rings 10-50 For GP 47-48 Series
49.6174,$1.50 ,$1.02 ,Pump Kit O Rings 1/123-50 for GP Pump Valves
49.6175,$1.50 ,$1.13 ,Pump Kit O Rings 4/5-50 For GP Pump Caps 701002
49.619,$74.99 ,$52.68 ,GP Kit 153 EZ4040 seals
49064,$8.10 ,$6.48 ,1/2  X 3 316 SS NIPPLE
49066,$9.90 ,$7.90 ,1/2  X 4 316 SS NIPPLE
491-5G,$29.99 ,$24.99 ,Diamond Dust for 5 Gal Kit
4911,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 6.0 GPM 25 Degree 25060
4913A M-24 DECK,$612.50 ,$459.38 ,"24"" Piranha surface cleaner deck"
4914,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 6.5 GPM 25 Degree 25065
4914A M-Bracket,$26.30 ,$23.63 ,Stainless Steel bracket for surface cleaner handle
4915A M-Handle 2,$262.50 ,$210.00 ,Split handle for sufrace cleaners
4916A M-Handle,$218.80 ,$175.00 ,Solid handle for surface cleaners
4917A M24 Bar,$99.99 ,$79.98 ,"Spray Bar for 24"" Piranha"
4919A M32 Bar,$99.99 ,$79.98 ,Spray Bar for 32 Barracuda
4920A M32 Deck,$787.50 ,$551.25 ,"32"" Aluminum Barracuda deck"
4929,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 4.5 GPM 40 Degree 40045
4941,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 5 GPM 40 Degree 40050
495-3,$29.99 ,$24.99 ,Extreme Grip 4 lb container
4950,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 5.5 GPM 40 Degree 40055
4953,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 6.0 GPM 40 Degree 40060
4972,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 2.0 GPM 0 Degree Red D00020Q"
4973,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 2.0 GPM 15 Degree Yellow D15020Q"
4974,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 2.0 GPM 25 Degree Green D25020Q"
4975,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 2.0 GPM 40 Degree White D40020Q"
4976,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 2.5 GPM 0 Degree Red D00025Q"
4977,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 2.5 GPM 15 Degree Yellow D15025Q"
4978,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 2.5 GPM 25 Degree Green D25025Q"
4979,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 2.5 GPM 40 Degree White D40025Q"
4983,$6.60 ,$3.15 ,1/4 Meg SurfaceCleaner Nozzle 6.5 GPM 40 Degree 40065
4988,$53.25 ,$42.60 ,Bandit hose reel replacement swivel
4990,$41.25 ,$33.00 ,Bandit hose reel replacement pin lock
4k451,$35.00 ,$31.53 ,Base for 5GB Pump
5-8GPM SS ICV w/QCs,$84.00 ,$60.19 ,5-8 GPM Injector Check Valve Assembly w/ SS QC's
50.5001,$26.56 ,$18.64 ,Red Recoil Starter Assy. GX 200
50.5002,$42.00 ,$29.40 ,Red Recoil Starter Assy GX240-270
50.503,$11.50 ,$11.50 ,Recoil Starter Pulley 173F-177F
50.5031,$11.50 ,$11.50 ,Recoil Starter Pulley 182F-188F
50.5136,$13.70 ,$9.56 ,GX 240 270 Air Filter
50.5196,$8.40 ,$5.88 ,"Throttle Control Assy GX140-160-200, 168F-196F"
50.5198,$16.80 ,$11.76 ,"Throttle Control Assy GX340-390, 182F-188F"
50.5224,$36.80 ,$22.35 ,"Muffler Assy. GX120-160-200 with Elbow, 168F-196F"
50.5309,$5.45 ,$4.09 ,Fuel Tank Outlet Valve Assy. GX Series 42.0672
50.531,$5.30 ,$3.15 ,Fuel Tank Joint GX Series
50.5338,$15.70 ,$9.43 ,"Ignition Coil Assy. GX390, 188F"
50.534,$7.40 ,$5.15 ,On Off Switch GX Series 2 wire
50.5373,$116.16 ,$88.91 ,Honda GX 390 head assembly
50.5451,$13.70 ,$9.59 ,Gasket Kit GX390 Set of 7 42.0184
50.9003,$15.70 ,$11.02 ,Governer Driven Gear Assembly Honda GX 340-390 42.0053
50.9028,$31.50 ,$22.05 ,Fan shroud Honda GX 340 390 red
50.914,$42.00 ,$29.40 ,Black Recoil Starter GX240-270
50.9142,$31.50 ,$22.05 ,Black Recoil Starter Assy GX 200
50.9901.99R,$24.99 ,$18.99 ,"PA gearbox Pump mounting bracket bolts and seal Kit  Contains 4 mounting plate bolts 4 sealing washers for mounting plate bolts, mounting plate seal and gearbox case seal"
500066,$4.99 ,$2.21 ,3/8 Steel Hex Coupler
5005.0236.00,$330.80 ,$248.06 ,"GEAR BOX 1"" engine shaft  Comet RW 1450rpm pumps"
5005.0237.00,$315.00 ,$251.99 ,"GEAR BOX 1 1/8"" Shaft Comet TW/TWS pump 1450 rpm"
5009,$63.00 ,$44.10 ,ZWD-K Valve Kit
5019.0037.00,$63.79 ,$57.41 ,Comet LWD 18mm seal kit
5019.0648.00,$175.20 ,$131.38 ,Comet SW Water Seal Kit
5019.0675.00,$64.68 ,$51.75 ,Oil Seal Kit for RW Comet Pump aka 5647
508-12-08,$5.30 ,$3.68 ,3/4 MGH x 1/2 MPT
5081,$76.59 ,$68.93 ,"ROTATING NOZZLE, MECLINE 5800PSI ASSY"
5084,$5.25 ,$4.72 ,"1/4"" Quick change Color coded Tips 3.0 GPM 0 Degree Red D00030Q"
5085,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 3.5 GPM 0 Degree Red D00035Q"
5086,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 4.0 GPM 0 Degree Red D00040Q"
5087,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 4.5 GPM 0 Degree Red D00045Q"
5088,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 5.0GPM 0 Degree Red D00050Q"
5089,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 5.5 GPM 0 Degree Red D00055Q"
5090,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 6.0 GPM 0 Degree Red D00060Q"
5127,$597.27 ,$477.77 ,Comet RW 5535 bare pump
5137,$21.00 ,$16.79 ,VRT-3 Repair Kit
5157,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 7.0 GPM 15 Degree Yellow D15070Q"
5168,$11.10 ,$8.88 ,High Pressure Filter 1/4 FPT in 1/4 MPT out
5175,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 3.0 GPM 15 Degree Yellow D15030Q"
5177,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 3.5 GPM 15 Degree Yellow D15035Q"
5179,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 4.0 GPM 15 Degree Yellow D15040Q"
5185,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 4.5 GPM 15 Degree Yellow D15045Q"
5187,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 5.0 GPM 15 Degree Yellow D15050Q"
5192,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 5.5 GPM 15 Degree Yellow D15055Q"
5194,$655.00 ,$524.00 ,**SPECIAL FOR PSI ONLY** PMR RW 5535S-VRT3-310EZ W/BYPASS & THERM RELIEF
52-050-02-51,$12.60 ,$10.08 ,"Oil Filter for Kohler CH730,CH740, CH750, CH980 , CH1000"
520353,$9.00 ,$6.77 ,"Adapter fitting for general pump injector check valve 7/16""-32 x 1/4"" MPT"
5228,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 6.0 GPM 15 Degree Yellow D15060Q"
5230,$49.99 ,$39.99 ,Bandit hose reel replacement handle
5236,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 3.0 GPM 25 Degree Green D25030Q"
5237,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 3.5 GPM 25 Degree Green D25035Q"
5239,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 4.0 GPM 25 Degree Green D25040Q"
5240,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 4.5 GPM 25 Degree Green D25045Q"
5241,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 5.0 GPM 25 Degree Green D25050Q"
5245,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 5.5 GPM 25 Degree Green D25055Q"
5248,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 6.0 GPM 25 Degree Green D25060Q"
5260,$47.30 ,$35.44 ,5019006500 Comet ZWD/LWD Oil seal kit
527-111,$9.40 ,$6.61 ,B&S carb rebuild kit
5271,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 3.0 GPM 40 Degree White D40030Q"
5275,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 3.5 GPM 40 Degree White D40035Q"
5277,$5.25 ,$3.15 ,"1/4"" Quick change Color coded Tips 4.0 GPM 40 Degree White D40040Q"
