,"Barens Inc.
113 Meadow Rd, Seneca, PA 16346
4075 Arcadia Lane, Fort Mohave, AZ ",,
Preferred Client Pricing,,,
,, PriceCode , PriceCode 
StockCode,Description, P , *C (Case Qty) 
1325,60B BLUE 1.50 GPH SOLID CONE NOZZLE, $7.78 ,  
1326,60B BLUE 1.75 GPH SOLID CONE NOZZLE, $8.24 ,  
1327,60B BLUE 2.25 GPH SOLID CONE NOZZLE, $12.01 ,  
1328,70A RED 1.00 GPH HOLLOW CONE NOZZLE, $7.78 ,  
1329,70A RED 1.50 GPH HOLLOW CONE NOZZLE, $8.24 ,  
1330,70A RED 1.75 GPH HOLLOW CONE NOZZLE, $7.78 ,  
1331,70B BLUE 1.25 GPH SOLID CONE NOZZLE, $7.78 ,  
1332,BAYONET BOLT KIT FOR VB75, $63.67 ,  
1334,70B BLUE 1.75 GPH SOLID CONE NOZZLE, $7.78 ,  
1335,70B BLUE 2.00 GPH SOLID CONE NOZZLE, $12.46 ,  
1336,70B BLUE 2.25 GPH SOLID CONE NOZZLE, $12.71 ,  
1337,70B BLUE 2.50 GPH SOLID CONE NOZZLE, $12.01 ,  
1338,70B BLUE 2.75 GPH SOLID CONE NOZZLE, $12.01 ,  
1339,70B BLUE 3.00 GPH SOLID NOZZLE, $12.01 ,  
1341,2260420 INLET BOLT BRASS, $7.41 ,  
1343,80A RED 1.00 GPH HOLLOW CONE NOZZLE, $8.24 ,  
1344,80A RED 1.25 GPH HOLLOW CONE NOZZLE, $8.24 ,  
1345,80A RED 1.35 GPH HOLLOW CONE NOZZLE, $8.24 ,  
1346,80A RED 1.50 GPH HOLLOW CONE NOZZLE, $8.25 ,  
1347,80A RED 1.65 GPH HOLLOW CONE NOZZLE, $8.25 ,  
1348,80A RED 1.75 GPH HOLLOW CONE NOZZLE, $8.25 ,  
1349,80A RED 2.00 GPH HOLLOW CONE NOZZLE, $12.46 ,  
1350,80A RED 2.25 GPH HOLLOW CONE NOZZLE, $12.71 ,  
1351,80A RED 2.50 GPH HOLLOW CONE NOZZLE, $12.71 ,  
1352,80A RED 2.75 GPH HOLLOW CONE NOZZLE, $12.71 ,  
1353,80A RED 3.00 GPH HOLLOW CONE NOZZLE, $12.01 ,  
1354,80B BLUE 1.00 GPH SOLID CONE NOZZLE, $7.78 ,  
1355,80B BLUE 1.10 GPH SOLID CONE NOZZLE, $7.78 ,  
1356,80B BLUE 1.20 GPH SOLID CONE NOZZLE, $7.78 ,  
1357,80B BLUE 1.25 GPH SOLID CONE NOZZLE, $8.25 ,  
1358,80B BLUE 1.35 GPH SOLID CONE NOZZLE, $8.24 ,  
1359,80B BLUE 1.50 GPH SOLID CONE NOZZLE, $7.78 ,  
1360,80B BLUE 1.65 GPH SOLID CONE NOZZLE, $7.78 ,  
1361,80B BLUE 1.75 GPH SOLID CONE NOZZLE, $8.25 ,  
1362,80B BLUE 2.00 GPH SOLID CONE NOZZLE, $12.46 ,  
1363,80B BLUE 2.25 GPH SOLID CONE NOZZLE, $12.71 ,  
1364,80B BLUE 2.50 GPH SOLID CONE NOZZLE, $12.71 ,  
1365,80B BLUE 2.75 GPH SOLID CONE NOZZLE, $12.71 ,  
1366,80B BLUE 3.00 GPH SOLID CONE NOZZLE, $12.71 ,  
1367,80B BLUE 3.25 GPH SOLID CONE NOZZLE, $12.01 ,  
1368,80B BLUE 3.50 GPH SOLID CONE NOZZLE, $12.01 ,  
1369,80B BLUE 4.00 GPH SOLID CONE NOZZLE, $12.01 ,  
1370,90A RED 1.00 GPH HOLLOW CONE NOZZLE, $8.24 ,  
1371,90A RED 1.25 GPH HOLLOW CONE NOZZLE, $7.78 ,  
1372,90A RED 1.35 GPH HOLLOW CONE NOZZLE, $7.78 ,  
1373,90A RED 1.50 GPH HOLLOW CONE NOZZLE, $8.24 ,  
1374,90A RED 1.65 GPH HOLLOW CONE NOZZLE, $8.25 ,  
1375,90A RED 1.75 GPH HOLLOW CONE NOZZLE, $7.78 ,  
1376,90A RED 2.00 GPH HOLLOW CONE NOZZLE, $12.46 ,  
1377,90A RED 2.25 GPH HOLLOW CONE NOZZLE, $12.01 ,  
1378,90A RED 2.50 GPH HOLLOW CONE NOZZLE, $12.71 ,  
1379,90A RED 3.00 GPH HOLLOW CONE NOZZLE, $12.71 ,  
1380,90A RED 2.75 GPH HOLLOW CONE NOZZLE, $12.01 ,  
1381,90A RED 4.00 GPH HOLLOW CONE NOZZLE, $12.01 ,  
1382,90B BLUE 1.10 GPH SOLID CONE NOZZLE, $7.78 ,  
1383,90B BLUE 2.25 GPH SOLID NOZZLE, $12.71 ,  
1384,90B BLUE 1.35 GPH SOLID CONE NOZZLE, $8.25 ,  
1385,90B BLUE 1.50 GPH SOLID CONE NOZZLE, $8.25 ,  
1386,90B BLUE 1.75 GPH SOLID CONE NOZZLE, $8.24 ,  
1387,90B BLUE 2.00 GPH SOLID CONE NOZZLE, $12.46 ,  
1388,90B BLUE 2.50 GPH SOLID NOZZLE, $12.71 ,  
1389,90B BLUE 2.75 GPH SOLID NOZZLE, $12.71 ,  
1390,90B BLUE 3.00 GPH SOLID NOZZLE, $12.71 ,  
1391,90B BLUE 3.25 GPH SOLID NOZZLE, $12.71 ,  
1392,90B BLUE 3.50 GPH SOLID NOZZLE, $12.71 ,  
1393,(5)K7.1 UNLOADER 3.0-4.2 GPM 3500PSI, $135.31 , $128.19 
1394,(5)K7.2 UNLOADER 4.2-6.6 GPM 3500PSI, $135.31 , $128.19 
1395,K7.3 UNLOADER 6.6-10.8 GPM 3500PSI, $135.31 ,  
1396,(25)ST-261 UNLOADER 8GPM 3600 PSI, $55.41 , $52.50 
1397,ST-261-I UNLOADER W/INJECTOR 2.4mm, $63.01 ,  
1398,"(50)AL352 MOLDED GRIP 12"" LANCE", $10.35 , $9.80 
1400,KIT 2591 OIL SEALS XJV ALUM SHAFT, $12.86 ,  
1401,"AL324 MOLDED GRIP 36"" LANCE", $9.68 ,  
1402,"AL325 MOLDED GRIP 48"" LANCE", $15.19 ,  
1403,"AL328 MOLDED GRIP 79"" LANCE", $29.07 ,  
1404,"VACUUM SWITCH 1.5"" HG 1/4 FPT", $39.75 ,  
1405,"(20)VACUUM SWITCH 2.5"" HG 1/4 FPT", $39.75 , $37.66 
1412,"(20)PA PRESSURE SWITCH 3/8""MPT 15 AMP", $26.45 , $25.06 
1413,ROTOMAX #1 ROTATING NOZZLE (RED DOT), $62.52 ,  
1414,ROTOMAX #2 ROTATING NOZZLE (BLUE DOT), $62.52 ,  
1415,ROTOMAX #3 ROTATING NOZZLE (BLACK DOT), $62.52 ,  
1416,KIT 01 CHECK VALVES *6 EA*, $49.73 , $47.12 
1417,KIT 02 PISTON ROD OIL SEALS *3 EA*, $7.79 ,  
1418,KIT 08 PACKING 20mm, $52.01 ,  
1419,KIT 12 PACKING 22MM *NEW STYLE*, $60.67 ,  
1420,KIT 16 V-PACKING & SEALS, $92.29 ,  
1421,KIT 19 PACKINGS 20mm *NEW STYLE*, $47.01 ,  
1422,KIT 83 OIL SEAL, $20.78 ,  
1425,"20288 BLOWER WHEEL, 3.44""x5.25""x1/2"" WAYNE E", $20.81 ,  
1426,"21854 BLOWER WHEEL, 6.25""x4.00""H.D FOR 1/2"" SHAFT", $39.10 ,  
1427,"12945-SER BUSS BAR COPPER ""G-SHAPED""", $5.97 ,  
1428,13279 COUPLING-MODEL E, $5.18 ,  
1429,13286 PAIR ELECTRODE/INSULATOR MODEL E&M, $35.50 ,  
1430,"20372/31421-001 FAN HOUSING ASSY WAYNE E 6.25""", $112.63 ,  
1431,"12484 GASKET, STANDARD LARGE", $13.39 ,  
1432,"BURNER MOTOR 230V/60HZ, 1/4HP, 3450RPM", $159.20 ,  
1435,31156 TUNE UP KIT E&M, $63.29 ,  
1437,A2VA-7116 SUNTEC FUEL PUMP, $135.12 ,  
1439,A2YA-7916 SUNTEC FUEL PUMP, $183.64 ,  
1440,"1/2"" MPT HIGH LIMIT SWITCH 230 DEG F", $43.68 ,  
1441,"1/2"" MPT HIGH LIMIT SWITCH 330 DEG F", $44.09 ,  
1444,"3/8"" MPT HIGH LIMIT SWITCH 230 DEG F", $44.49 ,  
1452,ST-261-I UNLOADER W/INJECTOR 1.8mm, $63.01 ,  
1453,ST-261-I UNLOADER W/INJECTOR 2.1mm, $63.01 ,  
1455,1/8 MEG 0003 WASHJET SPRAY NOZZLE, $5.34 ,  
1458,"4500 PSI 3/8""x100' BLACK NEPTUNE HOSE", $275.38 ,  
1460,2500 PSI 1/2x50' WHITEWATER COMBO HOSE, $267.56 ,  
1461,QC-MEG 00035 SPRAY NOZZLE RED HEAD, $5.48 ,  
