Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
,Twin Turbo Lance - 10GPM Machine (2x RotoJet 5GPM Turbo Nozzles),Twin Turbo Lance - 10GPM Machine (2x RotoJet 5GPM Turbo Nozzles),Regular,,999MTM050,Twin Turbo Lance - 10GPM Machine (2x RotoJet 5GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,299.00,,N,Y,N,Y,N,,,205.12,MPWSR,999MTM050,,,,,,,,,,,,
,Twin Turbo Lance - 11GPM Machine (2x RotoJet 5.5GPM Turbo Nozzles),Twin Turbo Lance - 11GPM Machine (2x RotoJet 5.5GPM Turbo Nozzles),Regular,,999MTM055,Twin Turbo Lance - 11GPM Machine (2x RotoJet 5.5GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,349.00,,N,Y,N,Y,N,,,294.14,MPWSR,999MTM055,,,,,,,,,,,,
,Twin Turbo Lance - 12GPM Machine (2x RotoJet 6GPM Turbo Nozzles),Twin Turbo Lance - 12GPM Machine (2x RotoJet 6GPM Turbo Nozzles),Regular,,999MTM060,Twin Turbo Lance - 12GPM Machine (2x RotoJet 6GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,349.00,,N,Y,N,Y,N,,,394.14,MPWSR,999MTM060,,,,,,,,,,,,
,Twin Turbo Lance - 16GPM Machine (2x RotoJet 8GPM Turbo Nozzles),Twin Turbo Lance - 16GPM Machine (2x RotoJet 8GPM Turbo Nozzles),Regular,,999MTM080,Twin Turbo Lance - 16GPM Machine (2x RotoJet 8GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,349.00,,N,Y,N,Y,N,,,294.14,MPWSR,999MTM080,,,,,,,,,,,,
,Twin Turbo Lance - 18GPM Machine (2x RotoJet 9GPM Turbo Nozzles),Twin Turbo Lance - 18GPM Machine (2x RotoJet 9GPM Turbo Nozzles),Regular,,999MTM090,Twin Turbo Lance - 18GPM Machine (2x RotoJet 9GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,349.00,,N,Y,N,Y,N,,,294.14,MPWSR,999MTM090,,,,,,,,,,,,
,Twin Turbo Lance - 20GPM Machine (2x RotoJet 10GPM Turbo Nozzles),Twin Turbo Lance - 20GPM Machine (2x RotoJet 10GPM Turbo Nozzles),Regular,,999MTM100,Twin Turbo Lance - 20GPM Machine (2x RotoJet 10GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,399.00,,N,Y,N,Y,N,,,294.14,MPWSR,999MTM100,,,,,,,,,,,,
,"Spraying Systems 3/4 "" filter","Spraying Systems 3/4 "" filter",Regular,,AA122-3/4-PP-50,"Spraying Systems 3/4 "" filter",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,21.00,,N,Y,N,Y,N,,,16.79,MPWSR,AA122-3/4-PP-50,,,,,,,,,,,,
,1'' inlet outlet filter with screen,1'' inlet outlet filter with screen,Regular,,AA430ML-1-PP-50,1'' inlet outlet filter with screen,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,36.80,,N,Y,N,Y,N,,,29.40,MPWSR,AA430ML-1-PP-50,,,,,,,,,,,,
,Blue Long Range Nozzle tip,Blue Long Range Nozzle tip,Regular,,AB00006G,Blue Long Range Nozzle tip,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,7.50,,N,Y,N,Y,N,,,5.14,MPWSR,AB00006G,,,,,,,,,,,,
,1/4'' Quick connect nozzle swivel,1/4'' Quick connect nozzle swivel,Regular,,AD1268,1/4'' Quick connect nozzle swivel,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,18.99,,N,Y,N,Y,N,,,14.22,MPWSR,AD1268,,,,,,,,,,,,
,6-18 Telescopic Extension,6-18 Telescopic Extension,Regular,,ADVLNTW18,6-18 Telescopic Extension,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,136.50,,N,Y,N,Y,N,,,102.37,MPWSR,ADVLNTW18,,,,,,,,,,,,
,6-24 Telescopic Extension,6-24 Telescopic Extension,Regular,,ADVLNTW24,6-24 Telescopic Extension,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,157.50,,N,Y,N,Y,N,,,118.12,MPWSR,ADVLNTW24,,,,,,,,,,,,
,"150psi Hypro Pressure Regulator 3/4""M x 3/4""F","150psi Hypro Pressure Regulator 3/4""M x 3/4""F",Regular,,AGRV9257,"150psi Hypro Pressure Regulator 3/4""M x 3/4""F",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,31.50,,N,Y,N,Y,N,,,22.04,MPWSR,AGRV9257,,,,,,,,,,,,
,Gas Tank for Pressure Pro,Gas Tank for Pressure Pro,Regular,,AGT020,Gas Tank for Pressure Pro,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,211.33,,N,Y,N,Y,N,,,170.77,MPWSR,AGT020,,,,,,,,,,,,
,Gun Wand Assembly PRESSURE PRO,Gun Wand Assembly PRESSURE PRO,Regular,,AGU03621290C-I,Gun Wand Assembly PRESSURE PRO,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,52.50,,N,Y,N,Y,N,,,39.50,MPWSR,AGU03621290C-I,,,,,,,,,,,,
,Crimp 3/8 Hose x 1/4 Solid,Crimp 3/8 Hose x 1/4 Solid,Regular,,AJ06-04MP,Crimp 3/8 Hose x 1/4 Solid,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.00,,N,Y,N,Y,N,,,2.54,MPWSR,AJ06-04MP,,,,,,,,,,,,
,Crimp 3/8 Hose x 1/4 Swivel,Crimp 3/8 Hose x 1/4 Swivel,Regular,,AJ06-04MPS,Crimp 3/8 Hose x 1/4 Swivel,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.00,,N,Y,N,Y,N,,,6.20,MPWSR,AJ06-04MPS,,,,,,,,,,,,
,6G-6FP 3/8 x 3/8 Female Solid Hose Crimp,6G-6FP 3/8 x 3/8 Female Solid Hose Crimp,Regular,,AJ06-06FPT,6G-6FP 3/8 x 3/8 Female Solid Hose Crimp,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.00,,N,Y,N,Y,N,,,8.50,MPWSR,AJ06-06FPT,,,,,,,,,,,,
,3/8 Hose x 3/8 MPT Solid Crimp,3/8 Hose x 3/8 MPT Solid Crimp,Regular,,AJ06-06MP,3/8 Hose x 3/8 MPT Solid Crimp,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.00,,N,Y,N,Y,N,,,4.00,MPWSR,AJ06-06MP,,,,,,,,,,,,
,3/8 Hose x 3/8 M Pipe Swivel Crimp,3/8 Hose x 3/8 M Pipe Swivel Crimp,Regular,,AJ06-06MPS,3/8 Hose x 3/8 M Pipe Swivel Crimp,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.00,,N,Y,N,Y,N,,,6.00,MPWSR,AJ06-06MPS,,,,,,,,,,,,
,1/2 hose x 3/8 M Pipe Solid Crimp,1/2 hose x 3/8 M Pipe Solid Crimp,Regular,,AJ08-06MP,1/2 hose x 3/8 M Pipe Solid Crimp,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.00,,N,Y,N,Y,N,,,2.92,MPWSR,AJ08-06MP,,,,,,,,,,,,
,1/2 hose x 3/8 M Pipe Swivel Crimp,1/2 hose x 3/8 M Pipe Swivel Crimp,Regular,,AJ08-06MPS,1/2 hose x 3/8 M Pipe Swivel Crimp,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.00,,N,Y,N,Y,N,,,8.44,MPWSR,AJ08-06MPS,,,,,,,,,,,,
,1/2 Hose x 1/2 M Pipe Solid Crimp,1/2 Hose x 1/2 M Pipe Solid Crimp,Regular,,AJ08-08MP,1/2 Hose x 1/2 M Pipe Solid Crimp,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,22.00,,N,Y,N,Y,N,,,2.90,MPWSR,AJ08-08MP,,,,,,,,,,,,
,1/2 Hose X 1/2 MP NPTF Rigid Crimp,1/2 Hose X 1/2 MP NPTF Rigid Crimp,Regular,,AJU08-08MP,1/2 Hose X 1/2 MP NPTF Rigid Crimp,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.00,,N,Y,N,Y,N,,,2.90,MPWSR,AJU08-08MP,,,,,,,,,,,,
,"1/2"" NPT x 1/2"" Softwash Hose Crimp Solid Stainless Steel SS-THY-MP-08-08","1/2"" NPT x 1/2"" Softwash Hose Crimp Solid Stainless Steel SS-THY-MP-08-08",Regular,,AJU08-08MP-SS,"1/2"" NPT x 1/2"" Softwash Hose Crimp Solid Stainless Steel SS-THY-MP-08-08",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,30.00,,N,Y,N,Y,N,,,11.68,MPWSR,AJU08-08MP-SS,,,,,,,,,,,,
,"1/2"" NPT x 1/2"" Softwash Hose Crimp Swivel Stainless Steel SS-THY-MPX-08-08","1/2"" NPT x 1/2"" Softwash Hose Crimp Swivel Stainless Steel SS-THY-MPX-08-08",Regular,,AJU08-08MPS-SS,"1/2"" NPT x 1/2"" Softwash Hose Crimp Swivel Stainless Steel SS-THY-MPX-08-08",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,32.00,,N,Y,N,Y,N,,,16.06,MPWSR,AJU08-08MPS-SS,,,,,,,,,,,,
,"5/8"" Hose x 1/2"" M Pipe Rigid","5/8"" Hose x 1/2"" M Pipe Rigid",Regular,,AJU10-08MP,"5/8"" Hose x 1/2"" M Pipe Rigid",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,22.00,,N,Y,N,Y,N,,,5.40,MPWSR,AJU10-08MP,,,,,,,,,,,,
,"1/2"" NPT x 5/8"" Softwash Hose Crimp Solid Stainless Steel SS-THY-MP-10-08","1/2"" NPT x 5/8"" Softwash Hose Crimp Solid Stainless Steel SS-THY-MP-10-08",Regular,,AJU10-08MP-SS,"1/2"" NPT x 5/8"" Softwash Hose Crimp Solid Stainless Steel SS-THY-MP-10-08",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,32.50,,N,Y,N,Y,N,,,14.06,MPWSR,AJU10-08MP-SS,,,,,,,,,,,,
,"5/8"" X 1/2"" Male Pipe Swivel Softwash Crimp THY-MPX-10-08","5/8"" X 1/2"" Male Pipe Swivel Softwash Crimp THY-MPX-10-08",Regular,,AJU10-08MPS,"5/8"" X 1/2"" Male Pipe Swivel Softwash Crimp THY-MPX-10-08",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,24.00,,N,Y,N,Y,N,,,6.08,MPWSR,AJU10-08MPS,,,,,,,,,,,,
,"1/2"" NPT x 5/8"" Softwash Hose Crimp Swivel Stainless Steel SS-THY-MPX-10-08","1/2"" NPT x 5/8"" Softwash Hose Crimp Swivel Stainless Steel SS-THY-MPX-10-08",Regular,,AJU10-08MPS-SS,"1/2"" NPT x 5/8"" Softwash Hose Crimp Swivel Stainless Steel SS-THY-MPX-10-08",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,34.50,,N,Y,N,Y,N,,,19.34,MPWSR,AJU10-08MPS-SS,,,,,,,,,,,,
,"GX 120 - 200 oiln drain hose 6""","GX 120 - 200 oiln drain hose 6""",Regular,,AOD005,"GX 120 - 200 oiln drain hose 6""",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,13.60,,N,Y,N,Y,N,,,9.55,MPWSR,AOD005,,,,,,,,,,,,
,Oil Drain Hose for GX390/CRX420,Oil Drain Hose for GX390/CRX420,Regular,,AOD010,Oil Drain Hose for GX390/CRX420,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,17.00,,N,Y,N,Y,N,,,13.61,MPWSR,AOD010,,,,,,,,,,,,
,"18"" Engine Oil Drain Hose","18"" Engine Oil Drain Hose",Regular,,AOD016-18,"18"" Engine Oil Drain Hose",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.90,,N,Y,N,Y,N,,,15.95,MPWSR,AOD016-18,,,,,,,,,,,,
,"AR45 Ring Nut 1/2"" G AR110130 #17","AR45 Ring Nut 1/2"" G AR110130 #17",Regular,,AR110130,"AR45 Ring Nut 1/2"" G AR110130 #17",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,12.31,,N,Y,N,Y,N,,,11.08,MPWSR,AR110130,,,,,,,,,,,,
,"AR45 Valve 3/8"" G - 1/2"" GM-MDX AR130491 #16","AR45 Valve 3/8"" G - 1/2"" GM-MDX AR130491 #16",Regular,,AR130491,"AR45 Valve 3/8"" G - 1/2"" GM-MDX AR130491 #16",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,35.20,,N,Y,N,Y,N,,,31.66,MPWSR,AR130491,,,,,,,,,,,,
,Vertical Pump discharge outlet check valve assembly rebuild kit,Vertical Pump discharge outlet check valve assembly rebuild kit,Regular,,AR1460431,Vertical Pump discharge outlet check valve assembly rebuild kit,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,21.00,,N,Y,N,Y,N,,,10.49,MPWSR,AR1460431,,,,,,,,,,,,
,AR45 Green Snap Ring AR1460490 #55,AR45 Green Snap Ring AR1460490 #55,Regular,,AR1460490,AR45 Green Snap Ring AR1460490 #55,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,1.90,,N,Y,N,Y,N,,,1.70,MPWSR,AR1460490,,,,,,,,,,,,
,"O-Ring Gasket, Gear Box","O-Ring Gasket, Gear Box",Regular,,AR1520590,"O-Ring Gasket, Gear Box",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,5.30,,N,Y,N,Y,N,,,3.00,MPWSR,AR1520590,,,,,,,,,,,,
,"AR Gearbox 1-1/8"" engine shaft 1450 RPM pump","AR Gearbox 1-1/8"" engine shaft 1450 RPM pump",Regular,,AR1601,"AR Gearbox 1-1/8"" engine shaft 1450 RPM pump",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,489.99,,N,Y,N,Y,N,,,409.99,MPWSR,AR1601,,,,,,,,,,,,
,"AR Gearbox 1-1/8"" engine shaft 1750 RPM pump","AR Gearbox 1-1/8"" engine shaft 1750 RPM pump",Regular,,AR1670,"AR Gearbox 1-1/8"" engine shaft 1750 RPM pump",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,315.00,,N,Y,N,Y,N,,,236.24,MPWSR,AR1670,,,,,,,,,,,,
,"AR GEARBOX 3/4"" engine shaft 1450 RPM","AR GEARBOX 3/4"" engine shaft 1450 RPM",Regular,,AR1691,"AR GEARBOX 3/4"" engine shaft 1450 RPM",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,252.40,,N,Y,N,Y,N,,,189.30,MPWSR,AR1691,,,,,,,,,,,,
,"AR Gearbox 1"" engine shaft 1750 RPM pump","AR Gearbox 1"" engine shaft 1750 RPM pump",Regular,,AR1697,"AR Gearbox 1"" engine shaft 1750 RPM pump",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,262.50,,N,Y,N,Y,N,,,209.99,MPWSR,AR1697,,,,,,,,,,,,
,"AR Gearbox 1"" engine Shaft 1450 RPM pump","AR Gearbox 1"" engine Shaft 1450 RPM pump",Regular,,AR1698,"AR Gearbox 1"" engine Shaft 1450 RPM pump",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,262.50,,N,Y,N,Y,N,,,196.87,MPWSR,AR1698,,,,,,,,,,,,
,Inlet O-Ring 29x3 Viton AR1880460 (AR45 #52 / AR60 #45),Inlet O-Ring 29x3 Viton AR1880460 (AR45 #52 / AR60 #45),Regular,,AR1880460,Inlet O-Ring 29x3 Viton AR1880460 (AR45 #52 / AR60 #45),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,8.03,,N,Y,N,Y,N,,,7.22,MPWSR,AR1880460,,,,,,,,,,,,
,AR30 Hypro D30 pump O-ring kit,AR30 Hypro D30 pump O-ring kit,Regular,,AR1916,AR30 Hypro D30 pump O-ring kit,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,9.90,,N,Y,N,Y,N,,,6.94,MPWSR,AR1916,,,,,,,,,,,,
,"Valve kit for AR RC,RCV, RCA pump","Valve kit for AR RC,RCV, RCA pump",Regular,,AR2186,"Valve kit for AR RC,RCV, RCA pump",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,36.80,,N,Y,N,Y,N,,,27.56,MPWSR,AR2186,,,,,,,,,,,,
,Piston Kit for RSV3g34 AR pump,Piston Kit for RSV3g34 AR pump,Regular,,AR2187,Piston Kit for RSV3g34 AR pump,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,112.40,,N,Y,N,Y,N,,,93.25,MPWSR,AR2187,,,,,,,,,,,,
,AR kit 2235 12mm Vertical Pump Packing/seals,AR kit 2235 12mm Vertical Pump Packing/seals,Regular,,AR2235,AR kit 2235 12mm Vertical Pump Packing/seals,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,28.60,,N,Y,N,Y,N,,,22.91,MPWSR,AR2235,,,,,,,,,,,,
,XWAM seal kit,XWAM seal kit,Regular,,AR2278,XWAM seal kit,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,133.35,,N,Y,N,Y,N,,,107.12,MPWSR,AR2278,,,,,,,,,,,,
,18MM Piston Kit for RG2125 Pump,18MM Piston Kit for RG2125 Pump,Regular,,AR2548,18MM Piston Kit for RG2125 Pump,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,190.50,,N,Y,N,Y,N,,,190.50,MPWSR,AR2548,,,,,,,,,,,,
,Oil Seal Kit XWA Pump,Oil Seal Kit XWA Pump,Regular,,AR2781,Oil Seal Kit XWA Pump,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,50.00,,N,Y,N,Y,N,,,44.95,MPWSR,AR2781,,,,,,,,,,,,
,O-Ring 14x2 AR2840891 (AR45 #51 / AR60 #68 & #73),O-Ring 14x2 AR2840891 (AR45 #51 / AR60 #68 & #73),Regular,,AR2840891,O-Ring 14x2 AR2840891 (AR45 #51 / AR60 #68 & #73),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,5.26,,N,Y,N,Y,N,,,3.39,MPWSR,AR2840891,,,,,,,,,,,,
,AR RRV RG valve kit,AR RRV RG valve kit,Regular,,AR2864,AR RRV RG valve kit,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,52.50,,N,Y,N,Y,N,,,39.37,MPWSR,AR2864,,,,,,,,,,,,
,AR60 replacement gearbox,AR60 replacement gearbox,Regular,,AR31185,AR60 replacement gearbox,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,489.99,,N,Y,N,Y,N,,,399.99,MPWSR,AR31185,,,,,,,,,,,,
,AR45 Pump Head AR3120020 #31,AR45 Pump Head AR3120020 #31,Regular,,AR3120020,AR45 Pump Head AR3120020 #31,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,34.10,,N,Y,N,Y,N,,,25.54,MPWSR,AR3120020,,,,,,,,,,,,
,AR45 Manifold Piece w/ Valve Insert Space AR3120050 #3,AR45 Manifold Piece w/ Valve Insert Space AR3120050 #3,Regular,,AR3120050,AR45 Manifold Piece w/ Valve Insert Space AR3120050 #3,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,12.50,,N,Y,N,Y,N,,,8.50,MPWSR,AR3120050,,,,,,,,,,,,
,AR3120060 AR45 Manifold Elbow #4,AR3120060 AR45 Manifold Elbow #4,Regular,,AR3120060,AR3120060 AR45 Manifold Elbow #4,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,13.75,,N,Y,N,Y,N,,,8.25,MPWSR,AR3120060,,,,,,,,,,,,
,AR45 Ceramic Seat AR3120311 #21,AR45 Ceramic Seat AR3120311 #21,Regular,,AR3120311,AR45 Ceramic Seat AR3120311 #21,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,21.00,,N,Y,N,Y,N,,,19.43,MPWSR,AR3120311,,,,,,,,,,,,
,AR45 Discharge Manifold Piece (Top) for Pressure Regulator AR3120330 #5,AR45 Discharge Manifold Piece (Top) for Pressure Regulator AR3120330 #5,Regular,,AR3120330,AR45 Discharge Manifold Piece (Top) for Pressure Regulator AR3120330 #5,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,18.99,,N,Y,N,Y,N,,,12.99,MPWSR,AR3120330,,,,,,,,,,,,
,AR45 Soft Wash Pump Manifold Piece (Top) #7,AR45 Soft Wash Pump Manifold Piece (Top) #7,Regular,,AR3120410,AR45 Soft Wash Pump Manifold Piece (Top) #7,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,25.70,,N,Y,N,Y,N,,,17.93,MPWSR,AR3120410,,,,,,,,,,,,
,"AR45 Gauge Fitting Threaded Adapter 1/4"" #15","AR45 Gauge Fitting Threaded Adapter 1/4"" #15",Regular,,AR3120420,"AR45 Gauge Fitting Threaded Adapter 1/4"" #15",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,7.35,,N,Y,N,Y,N,,,6.27,MPWSR,AR3120420,,,,,,,,,,,,
,"AR45 3/8"" Fitting GF AR3120421 #12","AR45 3/8"" Fitting GF AR3120421 #12",Regular,,AR3120421,"AR45 3/8"" Fitting GF AR3120421 #12",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,6.99,,N,Y,N,Y,N,,,4.58,MPWSR,AR3120421,,,,,,,,,,,,
,Seal for AR 45 ag pump #56,Seal for AR 45 ag pump #56,Regular,,AR3120640,Seal for AR 45 ag pump #56,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,12.60,,N,Y,N,Y,N,,,10.07,MPWSR,AR3120640,,,,,,,,,,,,
,"Plug 3/8"" G AR3120690 (AR45 #50 / AR60 #74)","Plug 3/8"" G AR3120690 (AR45 #50 / AR60 #74)",Regular,,AR3120690,"Plug 3/8"" G AR3120690 (AR45 #50 / AR60 #74)",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,8.12,,N,Y,N,Y,N,,,4.65,MPWSR,AR3120690,,,,,,,,,,,,
,AR45 new style outlet barb 3/8G x 1/2 HB,AR45 new style outlet barb 3/8G x 1/2 HB,Regular,,AR3120820,AR45 new style outlet barb 3/8G x 1/2 HB,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,8.90,,N,Y,N,Y,N,,,6.50,MPWSR,AR3120820,,,,,,,,,,,,
,AR60 Bolt TE M8x55 AR3240280 #80,AR60 Bolt TE M8x55 AR3240280 #80,Regular,,AR3240280,AR60 Bolt TE M8x55 AR3240280 #80,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,5.31,,N,Y,N,Y,N,,,3.42,MPWSR,AR3240280,,,,,,,,,,,,
,AR60 Body Regulator AR3240450 #70,AR60 Body Regulator AR3240450 #70,Regular,,AR3240450,AR60 Body Regulator AR3240450 #70,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,60.64,,N,Y,N,Y,N,,,38.98,MPWSR,AR3240450,,,,,,,,,,,,
,AR45 Pressure Gauge AR3240470 #19,AR45 Pressure Gauge AR3240470 #19,Regular,,AR3240470,AR45 Pressure Gauge AR3240470 #19,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,67.60,,N,Y,N,Y,N,,,50.73,MPWSR,AR3240470,,,,,,,,,,,,
,AR60 manifold O-ring (24 needed),AR60 manifold O-ring (24 needed),Regular,,AR390292,AR60 manifold O-ring (24 needed),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,8.49,,N,Y,N,Y,N,,,6.50,MPWSR,AR390292,,,,,,,,,,,,
,AR60 Washer SS AR390315 #81,AR60 Washer SS AR390315 #81,Regular,,AR390315,AR60 Washer SS AR390315 #81,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,3.62,,N,Y,N,Y,N,,,2.33,MPWSR,AR390315,,,,,,,,,,,,
,AR45 Fork Pin AR392580 #11,AR45 Fork Pin AR392580 #11,Regular,,AR392580,AR45 Fork Pin AR392580 #11,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,6.75,,N,Y,N,Y,N,,,5.75,MPWSR,AR392580,,,,,,,,,,,,
,Seal Kit for AR RG2125,Seal Kit for AR RG2125,Regular,,AR42171,Seal Kit for AR RG2125,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,70.75,,N,Y,N,Y,N,,,57.13,MPWSR,AR42171,,,,,,,,,,,,
,Water Seals RR Series 18M AR42549,Water Seals RR Series 18M AR42549,Regular,,AR42549,Water Seals RR Series 18M AR42549,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,54.99,,N,Y,N,Y,N,,,44.99,MPWSR,AR42549,,,,,,,,,,,,
,AR RRV oil seal kit,AR RRV oil seal kit,Regular,,AR42555,AR RRV oil seal kit,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,20.30,,N,Y,N,Y,N,,,16.23,MPWSR,AR42555,,,,,,,,,,,,
,AR RRV Water seal kit fka 6809,AR RRV Water seal kit fka 6809,Regular,,AR42556,AR RRV Water seal kit fka 6809,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,60.85,,N,Y,N,Y,N,,,46.57,MPWSR,AR42556,,,,,,,,,,,,
,AR XWL 41.21 Water Seal kit,AR XWL 41.21 Water Seal kit,Regular,,AR42708,AR XWL 41.21 Water Seal kit,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,206.68,,N,Y,N,Y,N,,,166.02,MPWSR,AR42708,,,,,,,,,,,,
,AR42816 VALVE KIT FOR AR45LFP DIA PUMP,AR42816 VALVE KIT FOR AR45LFP DIA PUMP,Regular,,AR42816,AR42816 VALVE KIT FOR AR45LFP DIA PUMP,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,245.20,,N,Y,N,Y,N,,,154.99,MPWSR,AR42816,,,,,,,,,,,,
,AR30 Hypro D30 diaphragm Kit Blue flex,AR30 Hypro D30 diaphragm Kit Blue flex,Regular,,AR43285,AR30 Hypro D30 diaphragm Kit Blue flex,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,70.30,,N,Y,N,Y,N,,,49.19,MPWSR,AR43285,,,,,,,,,,,,
