Row Number,SKU,Item Name,Image Filename,Local Image Absolute Path,Status
191,SORBO-SQ6-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6""",SORBO-SQ6-FXD.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ6-FXD.jpeg,copied
192,SORBO-SQ10-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10""",SORBO-SQ10-SWV.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ10-SWV.jpeg,copied
193,SORBO-SQ14-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14""",SORBO-SQ14-SWV.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ14-SWV.jpeg,copied
194,SORBO-SQ18-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18""",SORBO-SQ18-SWV.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ18-SWV.jpeg,copied
195,SORBO-SQ6-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6""",SORBO-SQ6-SWV.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ6-SWV.jpeg,copied
196,T-1000-004,DI Filter Bracket,T-1000-004.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-1000-004.png,copied
197,20066-DI,DI Insert for 30in DI Housing,20066-DI.png,C:\Codex\AZCS Inventory\Images\Tucker images\20066-DI.png,copied
198,20016,DI Refill Bags 2,20016.png,C:\Codex\AZCS Inventory\Images\Tucker images\20016.png,copied
199,80004-PLUS,Digital Flow Controller w/ antenna,80004-PLUS.png,C:\Codex\AZCS Inventory\Images\Tucker images\80004-PLUS.png,copied
200,20051-RO,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane,20051-RO.png,C:\Codex\AZCS Inventory\Images\Tucker images\20051-RO.png,copied
201,10070-12-REMOTE,DIY Delivery Panel w/ Remote,10070-12-REMOTE.png,C:\Codex\AZCS Inventory\Images\Tucker images\10070-12-REMOTE.png,copied
202,10070-BOOST,DIY RO BOOST PANEL,10070-BOOST.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\10070-BOOST.jpeg,copied
203,80006-W/TEES,"Dual Probe TDS Meter DM2, 1/2 Tees",,,missing
204,T-5BR-CF,End Cap for 25' Tucker Carbon Fiber Pole,T-5BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-5BR-CF.png,copied
205,T-7BR-CF,End Cap for 35' Tucker Carbon Fiber Pole,T-7BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-7BR-CF.png,copied
206,T-9BR-CF,End Cap for 50' Tucker Carbon Fiber Pole,T-9BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-9BR-CF.png,copied
207,T-10BR-CF,End Cap for 60' Tucker Carbon Fiber Pole,T-10BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-10BR-CF.png,copied
208,T-3BR-CF,End Cap for ECO-15,T-3BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-3BR-CF.png,copied
209,T-4BR-CF,End Cap for Tucker Carbon Fiber Pole,T-4BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-4BR-CF.png,copied
210,T-SOCKET-90,"EURO Brush Socket, Black",T-SOCKET-90.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SOCKET-90.png,copied
211,T-DIAL-ASSEMBLY,EZ Dial Clamp Adjuster,T-DIAL-ASSEMBLY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-DIAL-ASSEMBLY.png,copied
212,20001-E-UGK,EZ RO Conversion kit,20001-E-UGK.png,C:\Codex\AZCS Inventory\Images\Tucker images\20001-E-UGK.png,copied
213,T-GN-ADJ-FEMALE,Female end of adjustable Tucker Gooseneck,T-GN-ADJ-FEMALE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-ADJ-FEMALE.png,copied
214,T-FG-EXT-WC,FG Pole Extension #10 Section,T-FG-EXT-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-FG-EXT-WC.png,copied
215,10041-KIT,Fitting Kit,10041-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\10041-KIT.png,copied
216,T-CART-REPAIR-KIT,Fittings Repair Kit,T-CART-REPAIR-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-CART-REPAIR-KIT.png,copied
217,T-FUNNEL,Funnel for resin tank refill 10X2,T-FUNNEL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-FUNNEL.png,copied
218,60040,Garden Hose Quick Connect FEMALE w/ valve,60040.png,C:\Codex\AZCS Inventory\Images\Tucker images\60040.png,copied
219,12026,GFCI Plug,12026.png,C:\Codex\AZCS Inventory\Images\Tucker images\12026.png,copied
220,UGK-20ALPHA-SOLAR-GL,Glide Bristle Upgrade For 20 Alpha Solar,UGK-20ALPHA-SOLAR-GL.png,C:\Codex\AZCS Inventory\Images\Tucker images\UGK-20ALPHA-SOLAR-GL.png,copied
221,T-KNOB-ASY,Gooseneck Knob Assembly,T-KNOB-ASY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-KNOB-ASY.png,copied
222,T-BOAB-GRY,Grey Bucket on a Belt,T-BOAB-GRY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-BOAB-GRY.png,copied
223,T-20-MOBI-C,H2Go w/ Remote,T-20-MOBI-C.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-20-MOBI-C.jpeg,copied
224,10041-110V-SS,H2PRO 3 Stage (110v),10041-110V-SS.png,C:\Codex\AZCS Inventory\Images\Tucker images\10041-110V-SS.png,copied
225,T-H2PRO-DIS-REPLACEMENT,H2PRO DI Saver Replacement,T-H2PRO-DIS-REPLACEMENT.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-H2PRO-DIS-REPLACEMENT.jpeg,copied
