vendor,sku,vendor_code,item_name,image_relative_path,image_absolute_path,match_type,source_folder,details
MPWSR,7119366,7119366,CRX 680-750 Throttle control Bracket and Springs,Images\Manatee images\Throttle control Bracket and Springs For CRX 680 and CRX750 Engines.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Throttle control Bracket and Springs For CRX 680 and CRX750 Engines.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Throttle control Bracket and Springs For CRX 680 and CRX750 Engines.
MPWSR,7119372,7119372,Crx 680-750 throttle control lever,Images\Manatee images\Throttle Control Lever for CRX 680 and CRX 750 Engines.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Throttle Control Lever for CRX 680 and CRX 750 Engines.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Throttle Control Lever for CRX 680 and CRX 750 Engines.
MPWSR,MPWSR-HOSE-GUIDE-FOR-FULL-FRAME-REEL-1,7218,"Hose Guide for Full Frame Reel 18"" SS Heavy Duty",Images\Manatee images\Hose Guide for Full Frame Reel 18 SS Heavy Duty.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Hose Guide for Full Frame Reel 18 SS Heavy Duty.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Hose Guide for Full Frame Reel 18"" SS Heavy Duty."
MPWSR,MPWSR-22-HEAVY-DUTY-HOSE-GUIDE-TITAN,7222,"22"" heavy duty Hose Guide Titan",Images\Manatee images\22in Titan Hose Reel Guide Heavy Duty.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\22in Titan Hose Reel Guide Heavy Duty.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 22in Titan Hose Reel Guide Heavy Duty.
MPWSR,7231-81211,7231-81211,Reusable Hose End Repair R1-6MP single wire,Images\Manatee images\Reusable Hose End Repair R1-6MP single wire.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Reusable Hose End Repair R1-6MP single wire.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Reusable Hose End Repair R1-6MP single wire.
MPWSR,7231-81224,7231-81224,Reusable Hose End Repair R2-6MP 2 wire,Images\Manatee images\Reusable Hose End Repair R2-6MP 2 wire.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Reusable Hose End Repair R2-6MP 2 wire.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Reusable Hose End Repair R2-6MP 2 wire.
MPWSR,MPWSR-12-ECONOMY-HOSE-GUIDE,7252,"12"" Economy Hose Guide",Images\Manatee images\Titan Economy Hose Guide for 12 Reels.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Titan Economy Hose Guide for 12 Reels.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Titan Economy Hose Guide for 12"" Reels."
MPWSR,MPWSR-TITAN-REEL-ECONOMY-HOSE-GUIDE-18,7258,"Titan Reel Economy Hose Guide 18""",Images\Manatee images\Titan Economy Hose Guide 18.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Titan Economy Hose Guide 18.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Titan Economy Hose Guide 18.
MPWSR,73951,73951,1/4 HOSE BARB X MIP 304 SS,Images\Manatee images\14 HOSE BARB X MIP 304 SS.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 HOSE BARB X MIP 304 SS.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 HOSE BARB X MIP 304 SS.
MPWSR,751005_4G,751005_4G,Tank lid gasket,Images\Manatee images\Tank lid gasket.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Tank lid gasket.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Tank lid gasket.
MPWSR,758-502,758-502,Suction Filter,Images\Manatee images\Suction Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Suction Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Suction Filter.
MPWSR,758-613,758-613,3/8 Thermal Relief Valve,Images\Manatee images\38 Thermal Relief Valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\38 Thermal Relief Valve.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 3/8 Thermal Relief Valve.
MPWSR,758-806,758-806,Stens Swivel Fitting for GP Reels,Images\Manatee images\Stens Swivel Fitting for GP Reels.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Stens Swivel Fitting for GP Reels.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Stens Swivel Fitting for GP Reels.
MPWSR,76262,76262,Packing Kit Cat 67DX,Images\Manatee images\Packing Kit Cat 67DX.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Packing Kit Cat 67DX.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Packing Kit Cat 67DX.
MPWSR,78.293,78.293,"FL-SAR-300 12"" Self recovery surface cleaner",Images\Manatee images\FL-SAR-300 12 Self recovery surface cleaner.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\FL-SAR-300 12 Self recovery surface cleaner.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from FL-SAR-300 12"" Self recovery surface cleaner."
MPWSR,7800-PSW,7800-PSW,Pressure Switch for 7800 Series Pump,Images\Manatee images\Pressure Switch for 7800 Series Pump.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Pressure Switch for 7800 Series Pump.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Pressure Switch for 7800 Series Pump.
MPWSR,7800-PSW-100,7800-PSW-100,"Pressure Switch for 5800,5900, and FB2 Series Pumps","Images\Manatee images\Pressure Switch for 5800,5900, and FB2 Series Pumps.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\Pressure Switch for 5800,5900, and FB2 Series Pumps.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Pressure Switch for 5800,5900, and FB2 Series Pumps."
MPWSR,7812-201-SBI,7812-201-SBI,Power Flo 2 GPM 12v Pump,Images\Manatee images\Delavan Power Flo 2GPM 12v Pump.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Delavan Power Flo 2GPM 12v Pump.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Delavan Power Flo 2GPM 12v Pump.
MPWSR,7871-104E,7871-104E,Fat Boy 3 7 GPM Transfer Pump 110 V,Images\Manatee images\Fat Boy 3 7 GPM Transfer Pump 110 V.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Fat Boy 3 7 GPM Transfer Pump 110 V.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Fat Boy 3 7 GPM Transfer Pump 110 V.
MPWSR,7896-0073,7896-0073,Sprocket 8M28S36,Images\Manatee images\Sprocket 8M28S36.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Sprocket 8M28S36.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Sprocket 8M28S36.
MPWSR,7896-0757,7896-0757,"Polychain Pulley/Sprocket 1""bore x 2.5"" od",Images\Manatee images\Polychain PulleySprocket 1bore x 2.5 od.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Polychain PulleySprocket 1bore x 2.5 od.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Polychain Pulley/Sprocket 1""bore x 2.5"" od."
MPWSR,7896-4904,7896-4904,"Polychain Sprocket 36mm 6"" x 24mm shaft",Images\Manatee images\Polychain Sprocket 36mm 6 x 24mm shaft.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Polychain Sprocket 36mm 6 x 24mm shaft.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Polychain Sprocket 36mm 6"" x 24mm shaft."
MPWSR,7896-6067,7896-6067,"Polychain Pulley/Sprocket 6"" od x 24mm",Images\Manatee images\Polychain PulleySprocket 6 od x 24mm.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Polychain PulleySprocket 6 od x 24mm.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Polychain Pulley/Sprocket 6"" od x 24mm."
MPWSR,7896-8631,7896-8631,"Polychain Sprocket 36mm 3"" x 1-1/8"" shaft",Images\Manatee images\Polychain Sprocket 36mm 3 x 1-18 shaft.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Polychain Sprocket 36mm 3 x 1-18 shaft.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Polychain Sprocket 36mm 3"" x 1-1/8"" shaft."
MPWSR,7K155,7K155,Shim Kit for Boosters 12 per pack,Images\Manatee images\Shim Kit for Boosters 12 per pack.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Shim Kit for Boosters 12 per pack.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Shim Kit for Boosters 12 per pack.
MPWSR,800135,800135,Tote Lid,Images\Manatee images\Tote Lid.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Tote Lid.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Tote Lid.
MPWSR,8012PRO-35HG,8012PRO-35HG,"PWH- S/Skid, OF 12V, Belt, Gas, GX690 Hon/GP 8.0@3500",Images\Manatee images\Pressure Pro 8GPM @ 3500PSI Hot Water Skid Pressure Washer Skid.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Pressure Pro 8GPM @ 3500PSI Hot Water Skid Pressure Washer Skid.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Pressure Pro 8GPM @ 3500PSI Hot Water Skid Pressure Washer Skid.
MPWSR,8108.2519.00,8108.2519.00,"Comet Unloader VHP51 1/2"" 8000psi",Images\Manatee images\Comet Unloader VHP51 12 8000psi.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet Unloader VHP51 12 8000psi.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Comet Unloader VHP51 1/2"" 8000psi."
MPWSR,8110S0010,8110S0010,1/4 Meg VeeJet 0010 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S0015,8110S0015,1/4 Meg VeeJet 0015 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S0020,8110S0020,1/4 Meg VeeJet 0020 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S0030,8110S0030,1/4 Meg VeeJet 0030 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S0040,8110S0040,1/4 Meg VeeJet 0040 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S0050,8110S0050,1/4 Meg VeeJet 0050 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S0060,8110S0060,1/4 Meg VeeJet 0060 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S1510,8110S1510,1/4 Meg VeeJet 1510 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S1515,8110S1515,1/4 Meg VeeJet 1515 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S1520,8110S1520,1/4 Meg VeeJet 1520 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S1530,8110S1530,1/4 Meg VeeJet 1530 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S1540,8110S1540,1/4 Meg VeeJet 1540 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S1560,8110S1560,1/4 Meg VeeJet 1560 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S2510,8110S2510,1/4 Meg Veejet 2510 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S2515,8110S2515,1/4 Meg VeeJet 2515 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S2520,8110S2520,1/4 Meg VeeJet 2520 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S2525,8110S2525,1/4 Meg VeeJet 2525 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S2530,8110S2530,1/4 Meg VeeJet 2530 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S2540,8110S2540,1/4 Meg VeeJet 2540 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S2550,8110S2550,1/4 Meg VeeJet 2550 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S2560,8110S2560,1/4 Meg VeeJet 2560 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S4010,8110S4010,1/4 Meg Veejet 4010 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S4015,8110S4015,1/4 Meg VeeJet 4015 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S4020,8110S4020,1/4 Meg VeeJet 4020 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S4030,8110S4030,1/4 Meg VeeJet 4030 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S4040,8110S4040,1/4 Meg Veejet 4040 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S4050,8110S4050,1/4 Meg VeeJet 4050 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S4060,8110S4060,1/4 Meg VeeJet 4060 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S6510,8110S6510,1/4 Meg VeeJet 6510 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S6515,8110S6515,1/4 Meg VeeJet 6515 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S6520,8110S6520,1/4 Meg Brass Softwash / Downstream Tips 6520,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S6530,8110S6530,1/4 Meg Veejet 6530 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S6550,8110S6550,1/4 Meg VeeJet 6550 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S6560,8110S6560,1/4 Meg VeeJet 6560 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,8110S8020,8110S8020,1/4 Meg VeeJet 8020 Brass,Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Brass Softwash Downstream Tips 19.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Brass Softwash / Downstream Tips *19.
MPWSR,82.714,82.714,"Piranha Spray Bar 22"" Mosmatic 1/4"" Meg",Images\Manatee images\Piranha Spray Bar 22 Mosmatic 14 Meg.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Piranha Spray Bar 22 Mosmatic 14 Meg.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Piranha Spray Bar 22"" Mosmatic 1/4"" Meg."
MPWSR,82.715,82.715,"24"" Mosmatic Bar 2 Arm",Images\Manatee images\24 Mosmatic Bar 2 Arm.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\24 Mosmatic Bar 2 Arm.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 24"" Mosmatic Bar 2 Arm."
MPWSR,82.742,82.742,4 arm Bar for PSI SS Surface Cleaner,Images\Manatee images\4 arm Bar for PSI SS Surface Cleaner.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\4 arm Bar for PSI SS Surface Cleaner.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 4 arm Bar for PSI SS Surface Cleaner.
MPWSR,82.93,82.93,"30"" 1/8 meg Mosmatic spray bar",Images\Manatee images\30 18 meg Mosmatic spray bar.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\30 18 meg Mosmatic spray bar.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 30"" 1/8 meg Mosmatic spray bar."
MPWSR,82.943,82.943,"3 Arm Bar for Mosmatic 30"" Surface Cleaner 1/8 Meg lower pressure",Images\Manatee images\3 Arm Bar for Mosmatic 30 Surface Cleaner 18 Meg lower pressure.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\3 Arm Bar for Mosmatic 30 Surface Cleaner 18 Meg lower pressure.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 3 Arm Bar for Mosmatic 30"" Surface Cleaner 1/8 Meg lower pressure."
MPWSR,82.947,82.947,31 3 arm bar for mosmatic 1/8,Images\Manatee images\31 3 arm bar for mosmatic 18.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\31 3 arm bar for mosmatic 18.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 31 3 arm bar for mosmatic 1/8.
MPWSR,82.956,82.956,"2 tip Bar for 30"" FL-PH 750 Mosmatic Surface Cleaner 1/4""",Images\Manatee images\2 tip Bar for 30 FL-PH 750 Mosmatic Surface Cleaner 14.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\2 tip Bar for 30 FL-PH 750 Mosmatic Surface Cleaner 14.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 2 tip Bar for 30"" FL-PH 750 Mosmatic Surface Cleaner 1/4""."
MPWSR,821000012,821000012,1/4 Meg 0012 Nozzle SS,Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Stainless Steel Softwash / Downstream Tips.
MPWSR,821000015,821000015,1/4 Meg 0015 Nozzle SS,Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Stainless Steel Softwash / Downstream Tips.
MPWSR,821000020,821000020,1/4 Meg 0020 Nozzle SS,Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Stainless Steel Softwash / Downstream Tips.
MPWSR,821000030,821000030,1/4 Meg 0030 Nozzle SS,Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Stainless Steel Softwash / Downstream Tips.
MPWSR,821000035,821000035,1/4 Meg 0035 Nozzle SS,Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Stainless Steel Softwash / Downstream Tips.
MPWSR,821000040,821000040,1/4 Meg 0040 Nozzle SS,Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Stainless Steel Softwash / Downstream Tips.
MPWSR,821000050,821000050,1/4 Meg 0050 Nozzle SS,Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Stainless Steel Softwash / Downstream Tips.
MPWSR,821000060,821000060,1/4 Meg 0060 Nozzle SS,Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Meg Stainless Steel Softwash Downstream Tips.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Meg Stainless Steel Softwash / Downstream Tips.
