ProductCode,Name,Price,Category,Brand,Length,Width,Height,Weight,Barcode,Tags,ShortDescription,Description
"T-WCT","Wood Cone Tip for Acme Tips",4.3152,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,T-WCT,"","","<p>This wood cone tip is the ideal solution for attaching squeegees, mops, etc. to your pole. Attaches to acme tip.</p>"
"T-18ALPHA-HB-SOLAR","XL ALPHA BADGER Solar Brush",212.5796,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,T-18AL-HB-SOLAR,"","","<p>Specifically designed for Solar Panel Cleaning.</p>
<p>The Tucker&reg; Alpha SOLAR range of brushes are the latest in a line of innovated products from Tucker&reg;.</p>
<p>Developed with the assistance of solar panel cleaning professionals. The Alpha Solar-18 is a heavy weighted brush designed to apply downward pressure onto the solar panels to aid in cleaning heavily soiled surfaces.</p>
<p>Unlike most other adapted window cleaning brushes sold to solar panel cleaners, this brush is designed to be used specifically on solar panels.</p>
<p>Features one full length rinse bar that extends the entire width of the brush, and&nbsp;comes with the quick release swivel that is designed to fit the Tucker #1 clamps. Comes with the Tucker&reg; built in swivel feature for easy side to side action.</p>
<p>XL Size: 17""W x 3""H</p>
<p>Weighs 1.7 lbs.</p>
<p>Again - this is not a window cleaning brush that has been rebranded for solar panel cleaning - this is a brush specifically designed for solar panel cleaning and as such you will find the bristles are longer and fuller than any window cleaning brush on the market today.</p>
<p>&nbsp;</p>
<p>Learn more about this new brush in the video below!&nbsp;</p>
<p><iframe src=""https://www.youtube.com/embed/ugbPcxQyl4o"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen"" data-mce-fragment=""1""></iframe></p>"
"T-18ALPHA-BB-XL","XL ALPHA Boar Bristle Brush",326.0117,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,T-18ALPHA-BB-XL,"","","<h1 class=""product-name-link"">TUCKER&reg; ALPHA PREMIUM BOAR BRISTLE WATER FED BRUSH</h1>
<p>We consider this brush to be the absolute best investment you can make in your window or solar panel cleaning company.</p>
<p>The Tucker Alpha Boar Bristle brush is the pinnacle of Water Fed brushes. This premium boar bristle window cleaning brush is built around our dual trim, 4 pencil jet brush but with some serious additions that even the most seasoned window cleaning professional will appreciate. It includes an over the top rinse bar as well as our swiveling gooseneck.&nbsp; This setup allows complete flexibility in cleaning to your specific style. You can choose to rinse directly through the 4 internal pencil jets, the over the top rinse bar, or using a Y-adapter you can use both at once.&nbsp; The swiveling gooseneck allows the experienced professional to rock the brush back and forth on the surface of the window, while maintaining contact and rinse power.</p>
<p>Boar hair is a superior cleaning bristle recommended for the experienced professional. Unlike Nylon monofilament, boar bristle cleans in any orientation.&nbsp; No matter whether the tip or the flat of the bristle is in contact with the glass, the natural fibers will scrub and remove dirt quickly and efficiently.&nbsp;</p>
<p>Note: The rinse bar is not typically intended to be run simultaneously with the brush jets. To do this, you would need to attach an additional 5/16"" Y Fitting and a few inches of standard 5/16"" OD Pole Tubing. A kit for this is available&nbsp;<a href=""https://tuckerusa.com/jet-and-rinse-bar-simultaneous-operation-kit-for-alpha-brushes/"">HERE</a>.</p>
<p>Details:</p>
<ul>
<li>
<p>Made in USA</p>
</li>
<li>
<p>Boar Bristle Material</p>
</li>
<li>
<p>Lightweight</p>
</li>
<li>
<p>Euro Threaded Swivel</p>
</li>
<li>
<p>4 Pencil Jets&nbsp;</p>
</li>
<li>
<p>Jets Plumbed separately</p>
</li>
<li>5/16"" OD Tubing Tee Connectors</li>
</ul>
<p>Specs:</p>
<p>Standard Size: 11""W x 3""H, 14oz, UPC: 810058070333</p>
<p>XL: 17""W x 3""H, 22oz, UPC: 810058070340</p>
<p>&nbsp;</p>
<p><strong>Note:</strong>&nbsp;Boar's hair is a natural filament that provides much more aggressive scrubbing power than nylon or other filaments used in window cleaning brushes. Because of this, boar's hair typically degrades faster and may detach from the brush head more easily. Please be aware of the differences in brush filaments when choosing the right brush for your style of cleaning.</p>"
"T-18ALPHA-HY","XL Hybrid Alpha Brush",293.1575,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,T-18ALPHA-HY,"","","<h1 class=""product-name-link"" align=""center"">TUCKER ALPHA HYBRID WATER FED BRUSH - BOAR AND NYLON BRISTLE - DUAL TRIM - 4 PENCIL JETS</h1>
<p>The Tucker Alpha Hybrid Water Fed Brush is the ultimate commercial window cleaning brush. &nbsp;You won&rsquo;t find another brush of this quality, with this many features at this price point any where else.</p>
<p>This hybrid WaterFed brush is built around our dual trim, 4 pencil jet brush but is fitted with Nylon bristles on the longer, outer trim and high-quality Boar bristle on the shorter, inner trim. &nbsp;This allows you to take advantage of the strengths of both materials.&nbsp; The nylon monofilament can be laid down, allowing it to glide effortlessly over the glass, while it&rsquo;s horizontally splayed bristles clean deeply into the inner edges and crevices of the window trim. Meanwhile, the shorter boar bristles remain upright in a tip to glass position, allowing their superior natural fiber to scrub away caked on dirt.</p>
<p>It includes an over the top rinse bar as well as our swiveling gooseneck.&nbsp; This setup allows complete flexibility in cleaning to your specific style. You can choose to rinse directly through the 4 internal pencil jets, the over the top rinse bar, or using a Y-adapter you can use both at once.&nbsp; The swiveling gooseneck allows the experienced professional to rock the brush back and forth on the surface of the window, while maintaining contact and rinse power.</p>
<p>Note: The rinse bar is not typically intended to be run simultaneously with the brush jets. To do this, you would need to attach an additional 5/16"" Y Fitting and a few inches of standard 5/16"" OD Pole Tubing. A kit for this is available&nbsp;<a href=""https://tuckerusa.com/jet-and-rinse-bar-simultaneous-operation-kit-for-alpha-brushes/"">HERE</a>.</p>
<p>Details:</p>
<ul>
<li>
<p>Made in USA</p>
</li>
<li>
<p>Dual Trim</p>
</li>
<li>
<p>Nylon and Boar Bristle Material</p>
</li>
<li>
<p>Lightweight</p>
</li>
<li>
<p>Euro Threaded Swivel</p>
</li>
<li>
<p>4 Pencil Jets</p>
</li>
<li>
<p>Jets Plumbed separately</p>
</li>
<li>5/16"" OD Tubing Tee Connectors</li>
</ul>
<p>Specs:&nbsp;</p>
<p>Std Size: 11""W x 3""H - UPC 810058070302</p>
<p>XL Size: 17"" W x 3""H - UPC 810058070296</p>"
"T-18ALPHA-DT-XL","XL Nylon Alpha Brush",259.0435,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,T-18ALPHA-DT-XL,"","","<h1 class=""productView-title"" align=""center"">TUCKER WATER FED BRUSH - ALPHA NYLON - 4 PENCIL JETS, RINSE BAR, AND SWIVELING GOOSENECK&nbsp;</h1>
<p>This brush is one of the best investments you can make in your window or solar panel cleaning company.</p>
<p>The Tucker Alpha Nylon brush is the pinnacle of nylon bristle WaterFed brushes. This premium window cleaning brush is built around our dual trim, 4 pencil jet brush but with some serious additions even the most seasoned window cleaning professional will appreciate. It includes an over the top rinse bar as well as our swiveling gooseneck.&nbsp; This setup allows complete flexibility in cleaning to your specific style. You can choose to rinse directly through the 4 internal pencil jets, the over the top rinse bar, or using a Y-adapter you can use both at once.&nbsp; The swiveling gooseneck allows the experienced professional to rock the brush back and forth on the surface of the window, while maintaining contact and rinse power.</p>
<p>This light weight, general purpose WaterFed Brush is ideal for any skill level window cleaner. Nylon is an excellent tip to glass cleaning material, and when the fibers are laid down on the glass, they glide across the surface easily.&nbsp; This dual trim brush splits the best of both worlds by allowing the window cleaning professional to lay the longer outer edges of the brush against glass, allowing the brush to move freely and easily, while the inner monofilament bristles remain in a vertical position allowing the friction from the tips to scrub away caked on dirt and grime. The splay of the outer bristles also allows the bristle tips to scrub into the corners and trim of the window.</p>
<p>Note: The rinse bar is not typically intended to be run simultaneously with the brush jets. To do this, you would need to attach an additional 5/16"" Y Fitting and a few inches of standard 5/16"" OD Pole Tubing. A kit for this is available&nbsp;<a href=""https://tuckerusa.com/jet-and-rinse-bar-simultaneous-operation-kit-for-alpha-brushes/"">HERE</a>.</p>
<ul>
<li>Made In USA</li>
<li>Dual Trim Nylon Monofilament Bristles</li>
<li>4 Pencil Jets (individually plumbed)</li>
<li>Over The Top Rinse Bar</li>
<li>Swivel Gooseneck</li>
<li>Euro Threaded Socket</li>
<li>5/16&rdquo; OD Tubing Tee Connector</li>
</ul>
<p>Specs:</p>
<p>Standard Size: 11""W x 3""H, 16oz, UPC: 810058070357</p>
<p>XL: 17""W x 3""H, 23oz, UPC: 810058070289</p>"
"T-TW-BNDL","BOAB / Pouch Bundle",251.9895,"Cycle A","Tucker?",0.0000,0.0000,0.0000,0.0000,,"","",""
"10041-110v-KIT-15","H2Pro Kit w/ Junior and Hose Reel",5437.4700,"Cycle A","Tucker?",0.0000,0.0000,0.0000,0.0000,,"","10041-110v-SS + 70009-150 + Tucker-15",""
"10041-110v-KIT-30","H2Pro Kit w/ Tucker-30 and Hose Reel",5822.8700,"Cycle A","Tucker?",0.0000,0.0000,0.0000,0.0000,,"","10041-110v-SS + 70009-150 + Tucker-30",""
"T-TNK-HND-COMPLETE","Handle for 1/2 cubic foot DI Tank (assembled)",86.4659,"Cycle A","Tucker?",0.0000,0.0000,0.0000,0.0000,,"","",""
"10700-WALL-110-KIT-40","Skid Mount (110v) Kit w/ Tucker 40 and Hose Reel",6529.6600,"Cycle A","Tucker?",0.0000,0.0000,0.0000,0.0000,,"","10070-Wall-110 + 70009-150 + Tucker-40",""
"10700-WALL-12-KIT-40","Skid Mount (12v) Kit w/ Tucker 40 and Hose Reel",6423.9300,"Cycle A","Tucker?",0.0000,0.0000,0.0000,0.0000,,"","10070-WALL-12 + 70009-150 + Tucker-40",""
"10700-WALL-12-KIT-50","Skid Mount (12v) Kit w/ Tucker 50HM and Hose Reel",7425.8700,"Cycle A","Tucker?",0.0000,0.0000,0.0000,0.0000,,"","10070-WALL-12 + 70009-150 + Tucker-50HM",""
"T-SKID-ULT-MAV","Ultimate Tucker Skid - Maverick",20998.9500,"Cycle A","Tucker?",0.0000,0.0000,0.0000,0.0000,,"","",""
"HW015","Split Washer for Wheel Bolts",0.2500,"Hardware","",0.0000,0.0000,0.0000,0.0000,,"","",""
"HW014","Wheel Bolt",0.0000,"Hardware","",0.0000,0.0000,0.0000,0.0000,,"","",""
"11016","(NEEDS UPDATED - SEE NOTES) H2pro Frame..",409.9975,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"12003-a","0-160 psi Pressure Gauge ..Liquid Filled",40.9975,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Replacement Pressure Gauge</p>
<p>This guage is liquid filled and reads from 0-160 PSI.</p>
<p>This is utilized on the following products.</p>
<p>-110v Booster Pump System</p>
<p>-110v H2Pro RO/DI System</p>
<p>-Tucker&reg; RO/DI Mobile System</p>
<p>-Tucker&reg; RO/DI Fill N Go Tank Systems</p>"
"20007","1 cubic foot of Tucker DI resin in Bucket",265.9900,"Other","",18.0000,24.0000,10.0000,42.0000,20007,"","","<p>One Full Cubic foot of virgin DI Resin from Tucker&reg;. Great for refilling the various refillable filter cartridges on the market today.</p>
<p>Most sell resin in bags that are not easily resealable, which often causes the resin to go bad prematurely. This DI resin is sold in a resealable, reusable bucket to ensure that it lasts as long as possible while being stored. The shelf life of this resin is 6-12 months depending on storage conditions.</p>
<p>Note: Water purified by DI resin is non-potable. Do not drink DI water.&nbsp; &nbsp; &nbsp;</p>"
"60027-10","1/2 Black Tubing (per 10 foot length)",12.6198,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>The Tucker Tuff 1/2"" OD tubing is a high quality American made tubing that is used on all of the Tucker water fed pole systems.&nbsp; Works flawlessly with all of our 1/2"" push to fit fittings for our water fed pole systems.&nbsp; Easy to cut yet rigid enough to withstand abuse.&nbsp; Sold by the foot.&nbsp; Be sure to cut a clean 90 degree end or you may end up with leaks at the fittings.</p>
<h1 class=""product-name-link""><span title=""Tucker&reg; Tuff Tubing 1/2&quot; OD (per foot)"">TUCKER&reg; TUFF TUBING 1/2"" OD (10 FOOT LENGTH)</span></h1>
<ul>
<li>
<p>Fits all the RHG / Tucker water fed pole system fittings</p>
</li>
<li>
<p>High Burst Pressure</p>
</li>
<li>
<p>High Tensile Strength</p>
</li>
<li>
<p>Lightweight</p>
</li>
<li>
<p>Made in the U.S.A.</p>
</li>
<li>
<p>Puncture Resistant</p>
</li>
<li>
<p>Sold by the 10 foot length.&nbsp; If you purchase more than one you will get a continuous length that matches your total length ordered.&nbsp; For example - QTY 2 will be a 20 foot length of tubing</p>
</li>
</ul>"
"63016","1/2 Brass Nipple Close",4.0491,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63017","1/2 Brass Plug",3.3855,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63005","1/2 Brass Street Elbow",11.2476,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63020","1/2 Brass Tee",13.6771,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"62027","1/2 Elbow Threaded BRASS (FNPT)..",6.8385,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"12032-Elbow","1/2 femail ptf to 1/2 male ptf elbow",13.4971,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>These push to fit style elbow fittings are used on our 12 volt booster pumps.</p>

<p>They are on both the Fill N Go systems as well as the 12 volt booster pump systems.</p>

<p>They are sold individually.&nbsp;</p>"
"63009","1/2 female x 3/4 female GHT",13.6771,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Need a replacement female garden hose inlet?&nbsp;</p>
<p>This is the replacement for the inlet on the EZ Pure Caddy</p>"
"63010","1/2 female x 3/4 male GHT",7.5500,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This brass fitting is found on many Tucker water fed pole systems.</p>
<p>1/2"" female NPT x 3/4"" male NPT.</p>"
"12023","1/2 hp Motor Dual Phase",444.1612,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This is a replacement for the motor used in our&nbsp;110V booster pump system and 110V Wall Mount Fill N Go system.</p>"
"62002-M","1/2 male thread x 1/2 PTF Metal",9.5717,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This fitting is used on nearly all our water fed pole systems.</p>
<p>It is 1/2"" male NPT x 1/2"" push to fit.&nbsp; Works with our 1/2"" Tuff tubing.</p>
<p>If you are replacing a filter housing you will also need these fittings for the inlets and outlets of the housing.</p>"
"62002-P","1/2 male thread x 1/2 PTF Plastic",9.5717,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This fitting is used on nearly all our water fed pole systems.</p>
<p>It is 1/2"" male NPT x 1/2"" push to fit.&nbsp; Works with our 1/2"" Tuff tubing.</p>
<p>If you are replacing a filter housing you will also need these fittings for the inlets and outlets of the housing.</p>"
"63008","1/2 male thread x 3/4 male GHT Brass",11.4725,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Looking for a replacement outlet fitting? This is the outlet fitting on the Tucker&reg; DI System.</p>
<p>1/2"" male NPT x 3/4"" Male garden hose thread.</p>"
"62028","1/2 Male Thread x 3/8 PTF",8.1995,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"62013","1/2 male x 3/8 ptf elbow reducer GAM",4.7915,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63032","1/2 MPT X FGH Swivel",16.4778,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Need a new inlet fitting for your Tucker&reg; system? This is utilized on the Tucker&reg; RO/DI and Tucker&reg; DI Systems.</p>
<p>1/2"" male NPT x 3/4"" female garden hose swivel.</p>"
"62035","1/2 NPT x 1/2 Barb..",5.2863,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"62003","1/2 Plug for PTF",2.7332,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"62038","1/2 PTF Bulkhead",18.9410,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"62004","1/2' PTF Tee Fitting",10.9327,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Looking for the TEE fitting from your EZ Pure Caddy System? This is it. This fitting connects the output of your 2 RO membranes to the input of your DI filter on the EZ Pure Caddy.</p>"
"62018","1/2 x 1/2 PTF 90deg Elbow",15.8254,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<article class=""productView-description mb60"">
<div class=""container"">
<div id=""responsiveTabs"" class=""pb60"">
<div id=""tab-description"" class=""tab-content is-active pt40"">
<div class=""tab-inner"">
<p>This fitting accepts the common 1/2"" tubing used on many Tucker water fed Systems.&nbsp; It is a 90 degree elbow.</p>
</div>
</div>
</div>
</div>
</article>
<div class=""pb60 pl150 mb60 border-bottom related_products"">&nbsp;</div>"
"62005-TH","1/2 x 1/2 Tee w/1/4 female thread",9.5717,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63018","1/2 x 1/4 Hex Bushing",2.4070,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"62005","1/2 x 3/8 PTF Tee",9.5717,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"62007","1/2 Y Divider",8.8969,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<article class=""productView-description mb60"">
<div class=""container"">
<div id=""responsiveTabs"" class=""pb60"">
<div id=""tab-description"" class=""tab-content is-active pt40"">
<div class=""tab-inner"">
<p>This is a 1/2 x 1/2 x 1/2 inch Y divider commonly used on Tucker water fed pole systems to split water from one tube off to 2 tubes.</p>
</div>
</div>
</div>
</div>
</article>
<div class=""pb60 pl150 mb60 border-bottom related_products"">&nbsp;</div>"
"62001-M","1/2in  stem x 1/2in ptf metal ELBOW",12.0237,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Replacement 90 degree elbow for the Tucker&reg; RO/DI Carts and Fill N Go Systems.</p>
<p>Metal and much stronger than the plastic alternative.</p>
<p>1/2"" stem x 1/2"" female NPT.</p>"
"62001","1/2in  stem x 1/2in ptf Plastic ELBOW",10.9327,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This elbow is used on the many of the Tucker water fed pole systems.</p>
<p>1/2"" stem x 1/2"" female push to fit.</p>
<p>Works with Tucker 1/2"" tuff tubing.</p>"
"21010","1/2in O-Ring for RO Membranes",0.4161,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63013","1/2x1/2x1/2 Stem Union T-Black",8.8969,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63015","1/2x1/2x1/4 Tube Union Tee-Black",9.5717,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This is the fitting that goes on the end of the wiring of the inline TDS meters. &nbsp;It allows for attaching the 1/2"" water tubing to the meters.</p>"
"62056","1/4""M x 5/16"" PTF",3.9367,"Other","",0.0000,0.0000,0.0000,0.0000,,"","1/4""M x 5/16"" PTF","1/4"" Male Threads x 5/16"" Push To Fit, for use with 5/16"" Pole Hose"
"12015","12 volt waterproof rocker switch",81.9387,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<article class=""productView-description mb60"">
<div class=""container"">
<div id=""responsiveTabs"" class=""pb60"">
<div id=""tab-description"" class=""tab-content is-active pt40"">
<div class=""tab-inner"">
<p>These 12volt on/off waterproof switches are used on our 12volt booster pump systems and Tucker&reg; Fill N Go tank systems.</p>
</div>
</div>
</div>
</div>
</article>
<div class=""pb60 pl150 mb60 border-bottom related_products"">&nbsp;</div>"
"V16x2","16""  x 2"" Velcro Strip (Single strip)",10.0891,"Other","",0.0000,0.0000,0.0000,0.0000,,"","9.75"" Velcro Strip","<p>The velcro on the Tucker&reg; Alpha Scrubbers will wear out over time.&nbsp;&nbsp;</p>
<p>Its easy to replace with these pre-cut pieces.</p>
<p>This is the 2"" wide piece it requires for replacing the complete backing on the XL size alpha scrubber.</p>"
"V10x2","2""x10"" Velcro Strip (Single strip)",3.7792,"Other","",10.0000,0.2000,2.0000,0.0500,,"","2""x9.75"" Velcro Strip","<p>The velcro on the Tucker&reg; Alpha Scrubbers will wear out over time.&nbsp;&nbsp;</p>
<p>Its easy to replace with these pre-cut pieces.</p>
<p>This is the 2"" wide piece it requires for replacing the complete backing on the standard size alpha scrubber.</p>"
"20026","2.5in x 10in Carbon Filter",16.3990,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","The 2.5 x 10"" carbon pre-filter is the correct replacement filter for all of the Tucker? systems.
These carbon block filters are made using 100% coconut shell carbon, a renewable and ecologically sustainable material.

-5 Micron nominal filtration
-Exceptionally low pressure drop
-High dirt holding capacity
-Extremely economical

These will treat for chlorine only. This product will not help you with chloramines in your water supply.
Our item number 20026-CK is superior to this and will work on both chlorine and chloramines."
"20026-CK","2.5in x 10in Carbon Filter / Chloramine Killer",69.4427,"Other","",0.0000,0.0000,0.0000,0.0000,20026-CK,"","","RHG Catalytic Carbon blocks contain specially formulated catalytic carbon. This is a specially enhanced carbon developed through an advanced process starting as Activated Carbon. By altering the electron structure of the carbon, it enhances its catalytic capability, enabling it to cause chemical reactions without changing its structure. As a result, it promotes a wide range of chemical reactions where conventional carbons are not effective.



Catalytic Carbon provides another alternative to chemical treatment. Essentially, catalytic carbon is activated carbon with a modified carbon surface. Chloramines are used to control bacterial growth in distribution systems and to reduce the formation of trihalomethanes (THMs). Most Municipal water systems are now using chloramines to treat water (versus free chlorine), which dramatically reduces membrane performance (and lifetime). Chloramines should be treated as a mild oxidant and are recommended to be removed or reduced before contact with reverse osmosis membranes. This can be achieved by using RHG?s specially formulated Catalytic Carbon Blocks.



Bottom line?



These will protect your RO membrane investment much more than a standard carbon block filter.



This filter fits in the Tucker? Fill N Go and Tucker? S4 RO/DI Systems. 





***SOLD INDIVIDUALLY****"
"20025","2.5in x 10in Sediment Filter",6.8385,"Other","",0.0000,0.0000,0.0000,0.0000,20025,"","","This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker? Fill N Go Tank systems and Tucker? S4 RO/DI cart.



-5 micron nominal filtration

-FDA listed materials

-Manufactured from 100% pure polypropylene fibers

-High dirt holding capacity

-High efficiency, low pressure drop, and long life"
"20025/26","2.5in x 10in Sediment/Carbon Filter",28.1078,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","This all-new filter offers a unique combination of sediment and chloramine filtration and fits the 2.5 x 10"" filter housings on the Tucker? Rival Carts.



This filter essentially turns your 3 stage system into a 4 stage!



-5 micron nominal filtration

-Chloramine / carbon filtration

-FDA listed materials

-Manufactured from 100% pure polypropylene fibers

-High dirt holding capacity

-High efficiency, low pressure drop, and long life



Housing not included - for demonstration purposes only."
"20051","21in Filter Insert (EMPTY)",52.6050,"Other","",0.0000,0.0000,0.0000,0.0000,20051,"","","Looking for a refillable filter cartridge for 4x21"" housings?



This is it.



These refillable cartridges fit the 4x21"" housings from many different manufacturers.



Fill with our virgin bulk DI resin to save big on your filter cost.



Holds 1/10 of a cubic foot of DI resin."
"20025-3","3 pack of filters for hydrocart",105.7724,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"62029","3 way Valve - SmartWash",116.1764,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63024","3/4 x 1/2 Reducer Bushing",6.8385,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63051","3/4"" Female x 3/4"" Female GHT Swivel",14.0487,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This brass fitting is found on many Tucker water fed pole systems.</p>
<p>1/2"" female NPT x 3/4"" male NPT.</p>"
"63052","3/4"" Female x 3/4"" Male GHT",14.0487,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This brass fitting is found on many Tucker water fed pole systems.</p>
<p>1/2"" female NPT x 3/4"" male NPT.</p>"
"63053","3/4"" x 2"" Nipple",14.0487,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>This brass fitting is found on many Tucker water fed pole systems.</p>
<p>1/2"" female NPT x 3/4"" male NPT.</p>"
"63001","3/8 barb x 1/2 male thread",5.3876,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63002","3/8 barb x 1/4 male thread",2.6770,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63004","3/8 barb x 3/4 female GHT",6.7710,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63003","3/8 barb x 3/4 male GHT",6.7710,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Looking for a replacement male outlet fitting for your Tucker&reg; Hand Carry Hose Reel? Look no further.</p>

<p>&nbsp;</p>

<p>3/4"" Male x 3/8"" Barb</p>"
"63012","3/8 Male x 3/8 Barb",2.7332,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems and 12v delivery panels.</p>
<p>3/8"" Male x 3/8"" Barb</p>"
"62024","3/8 Pipe Thread x 1/2 PTF",4.4500,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","<p>Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems.</p>
<p>3/8"" Pipe Thread x 1/2"" Murlock</p>"
"62006","3/8 PTF x 1/4 PTF Reducer",2.6770,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"63011","3/8 x 1/2 PTF GAM",2.7332,"Other","",0.0000,0.0000,0.0000,0.0000,,"","",""
"20066-C","30in Carbon Filter Insert",116.1764,"Other","",31.0000,5.0000,5.0000,8.0000,20066-C,"","","Looking for a replacement carbon filter cartridge for 4x30"" housings?

This is it.

These one-time-use carbon filter cartridges fit the 4x30"" housings from many manufacturers.

Filled with our high-quality activated charcoal carbon, these filters will remove all of the chlorine and chloramines in your water to make it safe for your RO membrane to process.

Fits the H2Pro and 4060"
"20066","30in Filter Insert (EMPTY)",57.8700,"Other","",0.0000,0.0000,0.0000,0.0000,20066,"","","Looking for a refillable filter cartridge for 4x30"" housings?



This is it.



These refillable cartridges fit the 4x30"" housings from many different manufacturers and the Tucker? Mobile DI System.



Fill with our virgin bulk DI resin to save big on your filter cost.



Holds 1/5 of a cubic foot of DI resin



Fits the H2Pro, 4060, and T-DI systems."
"20066-RO","30in Max-Flow Custom RO Membrane",714.0877,"Other","",0.0000,0.0000,0.0000,0.0000,20066-RO,"","","The Tucker? 4 x 30"" RO membrane makes more water than any other 4 x 30"" membrane on the market today.



What does this mean for you? If you replace your current (non - Tucker? branded) RO with our RO, you will instantly see more volume of water production.



The Tucker? 4 x 30"" RO Membrane is the best choice for any system that utilizes a 30"" Membrane.



Upgrade your RO system today!!!!



These 30"" RO Membranes are designed to operate at extremely low operating pressures making them the perfect choice for the Tucker? RO/DI systems as well as any other system on the market.

Consider changing your RO membrane when it has begun to remove less than 80% of the impurities in the water. The fewer impurities the RO can remove, the more you will spend on DI filter replacements.



This is the membrane used in the Tucker 4060 System."
"20027","4 x 10in DI Cartridge..Blue/White",103.7200,"Other","",0.0000,0.0000,0.0000,0.0000,20027,"","","This 4.5 x 10"" DI filter is the correct replacement filter for the Tucker? mobile RO/DI Cart and the Tucker? Fill N Go tank systems.

These DI filters are refillable with bulk DI resin.

The DI filter is sealed in a plastic bag for maximum freshness.

Simply open your DI filter housing, remove the exhausted DI filter and replace it with the new one."
"20015","4 x 20in DI Cartridge Full..Blue/White",106.9647,"Other","",0.0000,0.0000,0.0000,0.0000,,"","","This pre-filled DI filter from RHG is full of virgin mixed bed DI resin.

Simply open your filter housing, toss your old filter, and replace it with this ready-to-use one.

No need to fill yourself. Save time with this convenient option."
