ProductCode,Name,Price,Category,Brand,Length,Width,Height,Weight,Barcode,Tags,ShortDescription,Description
"Sorbo-Trad-Kit","Sorbo Trad KIT",505.0172,"Cycle A","Sorbo",0.0000,0.0000,0.0000,0.0000,,"","","<p>Everything you need to clean with traditional window cleaning tools (squeegees, mops, soap) from Sorbo and Tucker&reg;. This kit is put together with the customer looking to clean windows with traditional soap and water methods in mind.</p>
<p>Included in this kit are the following:</p>
<ul>
<li>(1) Tucker&reg; 6' Trad Pole</li>
<li>(1) Sorbo 14"" Quicksilver Squeegee w/ handle</li>
<li>(1) Sorbo 18"" Quicksilver Squeegee w/ handle.</li>
<li>(1) Sorbo 14"" Yellow Jacket Washer w/ handle. (1) Sorbo 18"" Yellow Jacket Washer w/ handle.</li>
<li>(1) Sorbo 14"" Replacement Squeegee Rubber</li>
<li>(1) Sorbo 18"" Replacement Squeegee Rubber</li>
<li>(1) Sorbo Bucket w/ clips</li>
<li>(1) Sorbo belt for holding all your tools</li>
<li>(1) Sorbo nylon holster for accessories</li>
<li>(1) Sorbo pint of Glide window cleaning soap</li>
<li>(12) Sorbo replacement end clips for your squeegees</li>
<li>(1) Sorbo Hardwater stain remover&nbsp;</li>
<li>(5) Tucker walnut scrub pads for cleaning hard to remove debris and hard water with Sorbo hard water powder</li>
<li>(1) Bucket on a belt designed to hold your squeegees and washers &nbsp;</li>
</ul>"
"T-50-DEL-DU","*CRATED* 50 Gallon Delivery System Dual User",4835.3432,"Cycle A","Tucker",48.0000,26.0000,39.0000,0.0000,T-50-DEL-DU,"","","Additional Crating fee of $125.00 will Apply to purchase."
"T-50-DEL-SU","*CRATED* 50 Gallon Delivery System Single User",4358.3887,"Cycle A","Tucker",48.0000,26.0000,39.0000,326.0000,T-50-DEL-SU,"","",""
"T-50-PRO-DU-150","*CRATED* Spot Free RO/DI 50 Gallon Dual User 150",9920.2700,"Cycle A","Tucker",47.0000,27.0000,47.0000,387.0000,FNG-DUAL,"","","<p>Looking for the ultimate pure water system for your water-fed poles?&nbsp;</p>
<p>Want to be able to bring your own spot free water to a job site?</p>
<p>Want to be able to produce spot free water onsite in the event you need more water than 50 gallons?</p>
<p>These 50 gallon tank systems are the perfect solution for any looking to have an all in one system.</p>
<p>Designed utilizing the highest quality components available today. &nbsp;</p>
<p>&nbsp;</p>
<p>Each system includes:</p>
<p>50 Gallon Tank</p>
<p>Powder Coated lightweight aluminum frame</p>
<p>(2) Digital Flow Controller (1) for each operator</p>
<p>(2) Hoses of your choice (1) for each operator (with 150' of 3/8"" ID hose)</p>
<p>(2) Premium Tucker&reg; hose reels (1) for each operator</p>
<p>(2) RHG USA Made 12v Pumps (1) for each operator</p>
<p>Sediment / Carbon Pre-filtration</p>
<p>40"" Low Pressure RO Membrane powered by an RHG 12 Volt Boost Pump</p>
<p>Deionization final stage</p>
<p>Small Compact Design</p>
<p>&nbsp;</p>
<p>Replacement Filter Info-</p>
<p><a title=""Sediment Pre-Filter"" href=""https://tuckerusa.com/2-5-x-10-sediment-filter/"" target=""_blank"" rel=""noopener noreferrer"">Sediment Pre-Filter</a></p>
<p><a title=""Carbon Pre-Filter"" href=""https://tuckerusa.com/2-5-x-10-chloramine-killer/"" target=""_blank"" rel=""noopener noreferrer"">Carbon Pre-Filter</a></p>
<p><a title=""RO Membrane"" href=""https://tuckerusa.com/4-x-40-reverse-osmosis-membrane/"" target=""_blank"" rel=""noopener noreferrer"">RO Membrane</a></p>
<p><a title=""DI Post-Filter"" href=""https://tuckerusa.com/4-5-x-10-di-filter/"" target=""_blank"" rel=""noopener noreferrer"">DI Post-Filter</a></p>
<p><a title=""Bulk DI resin for refilling DI filter"" href=""https://tuckerusa.com/search.php?search_query=20007&amp;section=product"" target=""_blank"" rel=""noopener noreferrer"">Bulk DI resin for refilling DI filter</a></p>
<p>&nbsp;</p>
<p>All RHG and Tucker&reg; brand purification systems come with a 2 year warranty and are assembled in the US.&nbsp;</p>"
"T-50-PRO-SU-150","*CRATED* Spot Free RO/DI 50 Gallon Single User 150",7515.1064,"Cycle A","Tucker",52.0000,34.0000,54.0000,340.0000,FNG-SINGLE,"","","<p>Single water-fed pole user and not interested in a mobile spot free water system? &nbsp;</p>
<p>Want to be able to bring your own spot free water to a job site?</p>
<p>Want to be able to produce spot free water onsite in the event you need more water than 50 gallons?</p>
<p>These 50 gallon tank systems are the perfect solution for any looking to have an all in one system.</p>
<p>Designed utilizing the highest quality components available today. &nbsp;</p>
<p>&nbsp;</p>
<p>Each system includes:</p>
<p>50 Gallon Tank</p>
<p>Powder Coated lightweight aluminum frame</p>
<p>Digital Flow Controller</p>
<p>150' of 3/8"" ID hose&nbsp;</p>
<p>Premium Tucker&reg; hose reel</p>
<p>RHG USA Made 12v Pumps</p>
<p>Sediment / Carbon Pre-filtration</p>
<p>40"" Low Pressure RO Membrane powered by an RHG 12 Volt Boost Pump</p>
<p>Deionization final stage</p>
<p>Small Compact Design</p>
<p>Replacement Filter Info-</p>
<p><a title=""Sediment Pre-Filter"" href=""https://tuckerusa.com/2-5-x-10-sediment-filter/"" target=""_blank"" rel=""noopener noreferrer"">Sediment Pre-Filter</a></p>
<p><a title=""Carbon Pre-Filter"" href=""https://tuckerusa.com/2-5-x-10-chloramine-killer/"" target=""_blank"" rel=""noopener noreferrer"">Carbon Pre-Filter</a></p>
<p><a title=""RO Membrane"" href=""https://tuckerusa.com/4-x-40-reverse-osmosis-membrane/"" target=""_blank"" rel=""noopener noreferrer"">RO Membrane</a></p>
<p><a title=""DI Post-Filter"" href=""https://tuckerusa.com/4-5-x-10-di-filter/"" target=""_blank"" rel=""noopener noreferrer"">DI Post-Filter</a></p>
<p><a title=""Bulk DI resin for refilling DI filter"" href=""https://tuckerusa.com/search.php?search_query=20007&amp;section=product"" target=""_blank"" rel=""noopener noreferrer"">Bulk DI resin for refilling DI filter</a></p>
<p>&nbsp;</p>
<p>All RHG and Tucker&reg; brand purification systems come with a 2 year warranty and are assembled in the US.&nbsp;</p>"
"20007.5","1/2 cubic foot of Tucker DI resin in Bucket",178.7200,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,20007.5,"","","<p>One Half Cubic foot of virgin DI Resin from Tucker.</p>
<p>Great for refilling the various refillable filter cartridges on the market today.</p>
<p>Most sell resin in bags that are not easily resealable, which often causes the resin to go bad prematurely.</p>
<p>This DI resin is sold in a resealable, reusable bucket to ensure that it lasts as long as possible while being stored.</p>
<p>The shelf life of this resin is 6-12 months depending on storage conditions.</p>
<p><strong>Note: Water purified by DI resin is non-potable. Do not drink DI water.&nbsp;</strong></p>
<p>&nbsp;</p>
<p><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/12Dw2Mq8FBQ"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen"" data-mce-fragment=""1""></iframe></p>"
"62039","1/2 FNPT Line Strainer 80mesh",39.6694,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","",""
"T-Scrubs-10pk","10 pack of Alpha Scrub Pads",16.4102,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,T-Scrubs-10pk,"","","<p>The&nbsp;<a href=""https://tuckerusa.com/alpha-scrubber/"">Tucker Alpha Scrubber</a>&nbsp;is a premium scrubbing brush for times when extra power is needed to leave a clean shine.&nbsp; Our replacement pads are the same high-quality as what comes with your original purchase.&nbsp;</p>
<p>Details:</p>
<p>(10) White Nylon Window Cleaning Scrubber Pads</p>
<p>Specs:</p>
<p>Standard Size Pads: 11""W x 3""H</p>
<p>XL Pads: 17""W x 3""H</p>"
"T-Scrub-10pk-XL","10 pack of XL Alpha Scrub Pads",18.9410,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,T-Scrub-10pk-XL,"","","<p>The&nbsp;<a href=""https://tuckerusa.com/alpha-scrubber/"">Tucker Alpha Scrubber</a>&nbsp;is a premium scrubbing brush for times when extra power is needed to leave a clean shine.&nbsp; Our replacement pads are the same high-quality as what comes with your original purchase.&nbsp;</p>
<p>Details:</p>
<p>(10) White Nylon Window Cleaning Scrubber Pads</p>
<p>Specs:</p>
<p>Standard Size Pads: 11""W x 3""H</p>
<p>XL Pads: 17""W x 3""H</p>"
"T-SH-5/16-100","100' of 5/16 Tucker? Tubing",91.9167,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,T-SH-5/16-100,"","","<p>Looking for a pole hose that doesn't kink or puncture easily?</p>
<p>This is the absolute best pole hose you can buy.</p>
<p>Hundreds of thousands of feet of this product have been sold.</p>
<p>Outside diameter is 5/16"" meaning it fits the push to fit style tee fittings on all the euro pole brushes, not just Tucker&reg;</p>
<p>Your choice of either a 100' or 500' coil.</p>
<p>This is for Tucker carbon fiber water fed poles.</p>
<p>&nbsp;</p>
<p><strong>Note</strong>: The color of the pole tubing you receive may differ depending on availability.</p>"
"T-103-12-CF","12 inch carbon fiber gooseneck",131.5969,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>The Tucker&reg; carbon fiber goosenecks help you reach over deep window ledges.&nbsp;&nbsp;</p>
<p>The water fed pole goosenecks come in 3 sizes and each size is extendable.&nbsp;</p>
<p>12"" carbon fiber gooseneck extends to 16""</p>
<p>16"" carbon fiber gooseneck extends to 27""</p>
<p>23"" carbon fiber gooseneck extends to 36""</p>
<p>Simply remove the tip in your #1 clamp on your Tucker&reg; water fed pole and insert this gooseneck in its place.</p>
<p>Incredibly light weight being that they are made from Carbon Fiber.</p>
<p>These are designed specifically for Tucker's new clamps and will also fit other popular brands on the market today.</p>"
"T-3/8-150-YL","150 foot Yellow 3/8 Hose with Garden Hose Fittings",187.8349,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>150' of our premium spot free water hose line. &nbsp;</p>
<p>3/8"" ID is perfect for delivering spot free water from your water system to your Tucker&reg; pole hose.</p>
<p>Comes with brass male garden hose fitting on one end and female brass garden hose fitting on the other for easy connecting to our water systems and poles.</p>"
"T-103-16-CF","16 inch carbon fiber gooseneck",156.6791,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>The Tucker&reg; carbon fiber goosenecks help you reach over deep window ledges.&nbsp;&nbsp;</p>
<p>The water fed pole goosenecks come in 3 sizes and each size is extendable.&nbsp;</p>
<p>12"" carbon fiber gooseneck extends to 16""</p>
<p>16"" carbon fiber gooseneck extends to 27""</p>
<p>23"" carbon fiber gooseneck extends to 36""</p>
<p>Simply remove the tip in your #1 clamp on your Tucker&reg; water fed pole and insert this gooseneck in its place.</p>
<p>Incredibly light weight being that they are made from Carbon Fiber.</p>
<p>These are designed specifically for Tucker's new clamps and will also fit other popular brands on the market today.</p>"
"ECO-MINI-EXT","2 Piece Extension for ECO-MINI",284.3168,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","The Tucker? - Mini extension is a 2 piece lightweight carbon fiber extension designed specifically for the Tucker? - MINI poles.

It comes with the Tucker? clamps that bolt on and carry a 1 YEAR WARRANTY.

This 2 piece extension is added to the base of your Tucker? - MINI pole.

This allows you to have an extra 7' 8"" of reach.

Built in end protection on each section protects the carbon fiber."
"T-103-23-CF","23-36 inch carbon fiber gooseneck",196.8330,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>The Tucker&reg; carbon fiber goosenecks help you reach over deep window ledges.&nbsp;&nbsp;</p>
<p>The water fed pole goosenecks come in 3 sizes and each size is extendable.&nbsp;</p>
<p>12"" carbon fiber gooseneck extends to 16""</p>
<p>16"" carbon fiber gooseneck extends to 27""</p>
<p>23"" carbon fiber gooseneck extends to 36""</p>
<p>Simply remove the tip in your #1 clamp on your Tucker&reg; water fed pole and insert this gooseneck in its place.</p>
<p>Incredibly light weight being that they are made from Carbon Fiber.</p>
<p>These are designed specifically for Tucker's new clamps and will also fit other popular brands on the market today.</p>"
"T-1935","3/8 Swivel for Tucker Reel",157.4664,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","",""
"T-3/8-300-YL","300 foot Yellow 3/8 Hose with Garden Hose Fittings",297.4125,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","",""
"T-Cart-UGK","4 Stage Cart Upgrade Kits",377.9194,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>Recently we introduced our newest pure water system, the Tucker&reg; S4.&nbsp;&nbsp;</p>
<p>This is an upgraded system over the prior Tucker&reg; 3 stage cart because it now has 4 stages of filtration.</p>
<p>Sediment and carbon filtration rather than just carbon.&nbsp;&nbsp;</p>
<p>This dual clear housing comes complete with the sediment and carbon filter (not pictured).</p>
<p>To upgrade your 3 stage cart to a 4 stage simply remove the bracket and carbon pre-filter from your 3 stage and install this bracket and filters in their place.&nbsp; The hardware that is currently holding your carbon pre-filter bracket in place will hold this new bracket in place so no need for any additional hardware.</p>
<p><iframe src=""https://www.youtube.com/embed/RjYTMCoZMMg"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen"" data-mce-fragment=""1""></iframe></p>"
"T-3/8-5-RD","5 Foot RED bypass 3/8 Hose with Garden Hose Fittings",43.8656,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","",""
"40018-5pk","5 pack of walnut pads 6 x 9""",12.8699,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>The Tucker&reg; Walnut Scrub Pad is a natural abrasive that serves as an incredible alternative to bronze and steel wool. The 6"" x 9"" pads are made to fit the doodlebugs that are commonly used as an accessory on many water-fed pole systems. Sold here in a 5 pack.</p>"
"T-SH-5/16-500","500' of 5/16 Tucker? Hose",336.3032,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>Looking for a pole hose that doesn't kink or puncture easily?</p>
<p>This is the absolute best pole hose you can buy.</p>
<p>Hundreds of thousands of feet of this product have been sold.</p>
<p>Outside diameter is 5/16"" meaning it fits the push to fit style tee fittings on all the euro pole brushes, not just Tucker&reg;</p>
<p>Your choice of either a 100' or 500' coil.</p>
<p>This is for Tucker carbon fiber water fed poles.</p>
<p>&nbsp;</p>
<p><strong>Note</strong>: The color of the pole tubing you receive may differ depending on availability.</p>"
"T-55-Kit","55' pole kit",2273.9160,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<h2 align=""center"">TUCKER&reg; 55' WINDOW CLEANING WATER FED POLE KIT</h2>
<p><span data-preserver-spaces=""true"">This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber, this pole is designed for professionals looking to reach incredible heights. Utilizing the extension included in this kit allows you to reach up to 55 feet easily. Our carbon fiber water fed poles have a sturdy rigidity that will enable you to really dig in while saving your muscles and joints from extra work. All of our Tucker&reg; carbon fiber line of poles comes with our unique reach-around gooseneck, allowing you to attach a coarse scrubbing pad to the back of the main GLIDE brush. This attachment allows you to flip the pole over and utilize the pad to clean when there is a little extra grime that needs attention. The Tucker&reg; carbon fiber line water fed poles extend easily and clamp tightly with the Tucker&reg; hand-tightened clamping system. No glue is ever needed on our poles, and the clamps can be tightened or loosened on the fly.</span></p>
<p>&nbsp;</p>
<p><span data-preserver-spaces=""true"">What's included:</span></p>
<ul>
<li><a href=""https://tuckerusa.com/tucker-hm-50-water-fed-pole/?showHidden=true""><span data-preserver-spaces=""true"">Tucker&reg; HM-50 Carbon Fiber Water Fed Pole</span></a></li>
<li>Tucker&reg; GLIDE brush</li>
<li><a class=""editor-rtfLink"" href=""https://tuckerusa.com/tucker-tuff-tubing-5-16/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">100' Tucker&reg; 5/16"" OD Pole Tubing</span></a></li>
<li><span data-preserver-spaces=""true"">1 Set of&nbsp;</span><a class=""editor-rtfLink"" href=""https://tuckerusa.com/male-quick-connect-for-5-16-pole-tubing/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Male</span></a><span data-preserver-spaces=""true"">&nbsp;and&nbsp;</span><a class=""editor-rtfLink"" href=""https://tuckerusa.com/female-quick-connect-for-pole-hose/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Female Quick-Connect Fittings</span></a></li>
<li><a class=""editor-rtfLink"" href=""https://tuckerusa.com/tucker-reach-around-gooseneck/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Reach-around Gooseneck</span></a></li>
<li><span data-preserver-spaces=""true""><a href=""https://tuckerusa.com/tucker-acme-tip/"">Red acme tip</a>&nbsp;to convert from water fed to trad pole</span></li>
<li><a href=""https://tuckerusa.com/tucker-10-modular-extension/""><span data-preserver-spaces=""true"">Tucker&reg; #10 Modular Extension</span></a></li>
</ul>
<p><span data-preserver-spaces=""true"">Specifications:</span></p>
<ul>
<li><span data-preserver-spaces=""true"">Fully extended length: 46 feet + 5 feet extension</span></li>
<li><span data-preserver-spaces=""true"">Collapsed Length: 7 feet</span></li>
<li><span data-preserver-spaces=""true"">Weight: 8 pounds w/ brush attachment</span></li>
<li><span data-preserver-spaces=""true"">Total number of sections: 10</span></li>
</ul>
<p><span data-preserver-spaces=""true""><strong>Note:&nbsp;</strong>The color of the pole tubing you receive may differ depending on availability.</span></p>"
"40018","6 x 9"" walnut pad",2.2720,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","",""
"T-60-KIT","60' pole kit",2526.6384,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<h2 align=""center"">TUCKER&reg; 60' WINDOW CLEANING WATER FED POLE KIT</h2>
<p><span data-preserver-spaces=""true"">This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber, this pole is designed for professionals looking to reach incredible heights. Utilizing the extensions included in this kit allows you to reach up to 60 feet easily. Our carbon fiber water fed poles have a sturdy rigidity that will enable you to really dig in while saving your muscles and joints from extra work. All of our Tucker&reg; carbon fiber line of poles comes with our unique reach-around gooseneck, allowing you to attach a coarse scrubbing pad to the back of the main&nbsp;GLIDE brush. This attachment allows you to flip the pole over and utilize the pad to clean when there is a little extra grime that needs attention. The Tucker&reg; carbon fiber line water fed poles extend easily and clamp tightly with the Tucker&reg; hand-tightened clamping system. No glue is ever needed on our poles, and the clamps can be tightened or loosened on the fly.</span></p>
<p>&nbsp;</p>
<p><span data-preserver-spaces=""true"">What's included:</span></p>
<ul>
<li><a href=""https://tuckerusa.com/tucker-hm-50-water-fed-pole/?showHidden=true""><span data-preserver-spaces=""true"">Tucker&reg; HM-50 Carbon Fiber Water Fed Pole</span></a></li>
<li>Tucker&reg; GLIDE brush</li>
<li><a class=""editor-rtfLink"" href=""https://tuckerusa.com/tucker-tuff-tubing-5-16/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">100' Tucker&reg; 5/16"" OD Pole Tubing</span></a></li>
<li><span data-preserver-spaces=""true"">1 Set of&nbsp;</span><a class=""editor-rtfLink"" href=""https://tuckerusa.com/male-quick-connect-for-5-16-pole-tubing/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Male</span></a><span data-preserver-spaces=""true"">&nbsp;and&nbsp;</span><a class=""editor-rtfLink"" href=""https://tuckerusa.com/female-quick-connect-for-pole-hose/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Female Quick-Connect Fittings</span></a></li>
<li><a class=""editor-rtfLink"" href=""https://tuckerusa.com/tucker-reach-around-gooseneck/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Reach-around Gooseneck</span></a></li>
<li><span data-preserver-spaces=""true""><a href=""https://tuckerusa.com/tucker-acme-tip/"">Red acme tip</a>&nbsp;to convert from water fed to trad pole</span></li>
<li><span data-preserver-spaces=""true"">(2)&nbsp;<a href=""https://tuckerusa.com/tucker-10-modular-extension/"">Tucker&reg; #10 Modular Extensions</a></span></li>
</ul>
<p><span data-preserver-spaces=""true"">Specifications:</span></p>
<ul>
<li><span data-preserver-spaces=""true"">Fully extended length: 46 feet + 10 feet extension</span></li>
<li><span data-preserver-spaces=""true"">Collapsed Length: 7 feet</span></li>
<li><span data-preserver-spaces=""true"">Weight: 8.5 pounds w/ brush attachment</span></li>
<li><span data-preserver-spaces=""true"">Total number of sections: 11</span></li>
</ul>
<p><span data-preserver-spaces=""true""><strong>Note:&nbsp;</strong>The color of the pole tubing you receive may differ depending on availability.</span></p>"
"T-65-KIT","65' pole kit",2779.3607,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<h2 align=""center"">TUCKER&reg; 65' WINDOW CLEANING WATER FED POLE KIT</h2>
<p><span data-preserver-spaces=""true"">This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber, this pole is designed for professionals looking to reach incredible heights. Utilizing the extensions included in this kit allows you to reach up to 65 feet easily. Our carbon fiber water fed poles have a sturdy rigidity that will enable you to really dig in while saving your muscles and joints from extra work. All of our Tucker&reg; carbon fiber line of poles comes with our unique reach-around gooseneck, allowing you to attach a coarse scrubbing pad to the back of the main GLIDE brush. This attachment allows you to flip the pole over and utilize the pad to clean when there is a little extra grime that needs attention. The Tucker&reg; carbon fiber line water fed poles extend easily and clamp tightly with the Tucker&reg; hand-tightened clamping system. No glue is ever needed on our poles, and the clamps can be tightened or loosened on the fly.</span></p>
<p>&nbsp;</p>
<p><span data-preserver-spaces=""true"">What's included:</span></p>
<ul>
<li><a href=""https://tuckerusa.com/tucker-hm-50-water-fed-pole/?showHidden=true""><span data-preserver-spaces=""true"">Tucker&reg; HM-50 Carbon Fiber Water Fed Pole</span></a></li>
<li>Tucker&reg; GLIDE brush</li>
<li><a class=""editor-rtfLink"" href=""https://tuckerusa.com/tucker-tuff-tubing-5-16/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">100' Tucker&reg; 5/16"" OD Pole Tubing</span></a></li>
<li><span data-preserver-spaces=""true"">1 Set of&nbsp;</span><a class=""editor-rtfLink"" href=""https://tuckerusa.com/male-quick-connect-for-5-16-pole-tubing/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Male</span></a><span data-preserver-spaces=""true"">&nbsp;and&nbsp;</span><a class=""editor-rtfLink"" href=""https://tuckerusa.com/female-quick-connect-for-pole-hose/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Female Quick-Connect Fittings</span></a></li>
<li><a class=""editor-rtfLink"" href=""https://tuckerusa.com/tucker-reach-around-gooseneck/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Reach-around Gooseneck</span></a></li>
<li><span data-preserver-spaces=""true""><a href=""https://tuckerusa.com/tucker-acme-tip/"">Red acme tip</a>&nbsp;to convert from water fed to trad pole</span></li>
<li><span data-preserver-spaces=""true"">(3)&nbsp;<a href=""https://tuckerusa.com/tucker-10-modular-extension/"">Tucker&reg; #10 Modular Extensions</a></span></li>
</ul>
<p><span data-preserver-spaces=""true"">Specifications:</span></p>
<ul>
<li><span data-preserver-spaces=""true"">Fully extended length: 46 feet + 15 feet extension</span></li>
<li><span data-preserver-spaces=""true"">Collapsed Length: 7 feet</span></li>
<li><span data-preserver-spaces=""true"">Weight: 9 pounds w/ brush attachment</span></li>
<li><span data-preserver-spaces=""true"">Total number of sections: 12</span></li>
</ul>
<p><span data-preserver-spaces=""true""><strong>Note:&nbsp;</strong>The color of the pole tubing you receive may differ depending on availability.</span></p>"
"T-70-KIT","70' pole kit",3032.0830,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<h2 align=""center"">TUCKER&reg; 70' WINDOW CLEANING WATER FED POLE KIT</h2>
<p><span data-preserver-spaces=""true"">This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber, this pole is designed for professionals looking to reach incredible heights. Utilizing the extensions included in this kit allows you to reach up to 70 feet easily. Our carbon fiber water fed poles have a sturdy rigidity that will enable you to really dig in while saving your muscles and joints from extra work. All of our Tucker&reg; carbon fiber line of poles comes with our unique reach-around gooseneck, allowing you to attach a coarse scrubbing pad to the back of the main GLIDE brush. This attachment allows you to flip the pole over and utilize the pad to clean when there is a little extra grime that needs attention. The Tucker&reg; carbon fiber line water fed poles extend easily and clamp tightly with the Tucker&reg; hand-tightened clamping system. No glue is ever needed on our poles, and the clamps can be tightened or loosened on the fly.</span></p>
<p>&nbsp;</p>
<p><span data-preserver-spaces=""true"">What's included:</span></p>
<ul>
<li><a href=""https://tuckerusa.com/tucker-hm-50-water-fed-pole/?showHidden=true""><span data-preserver-spaces=""true"">Tucker&reg; HM-50 Carbon Fiber Water Fed Pole</span></a></li>
<li>Tucker&reg; GLIDE brush</li>
<li><a class=""editor-rtfLink"" href=""https://tuckerusa.com/tucker-tuff-tubing-5-16/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">100' Tucker&reg; 5/16"" OD Pole Tubing</span></a></li>
<li><span data-preserver-spaces=""true"">1 Set of&nbsp;</span><a class=""editor-rtfLink"" href=""https://tuckerusa.com/male-quick-connect-for-5-16-pole-tubing/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Male</span></a><span data-preserver-spaces=""true"">&nbsp;and&nbsp;</span><a class=""editor-rtfLink"" href=""https://tuckerusa.com/female-quick-connect-for-pole-hose/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Female Quick-Connect Fittings</span></a></li>
<li><a class=""editor-rtfLink"" href=""https://tuckerusa.com/tucker-reach-around-gooseneck/"" target=""_blank"" rel=""noopener noreferrer""><span data-preserver-spaces=""true"">Reach-around Gooseneck</span></a></li>
<li><span data-preserver-spaces=""true""><a href=""https://tuckerusa.com/tucker-acme-tip/"">Red acme tip</a>&nbsp;to convert from water fed to trad pole</span></li>
<li><span data-preserver-spaces=""true"">(4)&nbsp;<a href=""https://tuckerusa.com/tucker-10-modular-extension/"">Tucker&reg; #10 Modular Extensions</a></span></li>
</ul>
<p><span data-preserver-spaces=""true"">Specifications:</span></p>
<ul>
<li><span data-preserver-spaces=""true"">Fully extended length: 46 feet + 20 feet extension</span></li>
<li><span data-preserver-spaces=""true"">Collapsed Length: 7 feet</span></li>
<li><span data-preserver-spaces=""true"">Weight: 9.5 pounds w/ brush attachment</span></li>
<li><span data-preserver-spaces=""true"">Total number of sections: 13</span></li>
</ul>
<p><span data-preserver-spaces=""true""><strong>Note:&nbsp;</strong>The color of the pole tubing you receive may differ depending on availability.</span></p>"
"T-GN-V1","Adjustable Tucker Gooseneck",22.7315,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>This Tucker? gooseneck is designed to fit onto the tip of your Tucker? water fed pole and help you reach over deep window ledges and other tough to clean areas.?</p>
<p>This attachment accepts Tucker? brushes threaded onto the Euro male thread. Made in USA of strong plastic material, these goosenecks are proven to last.</p>"
"T-GN-V2","Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp",22.7315,"Cycle A","Tucker",0.0000,0.0000,0.0000,0.0000,,"","","<p>This Tucker&reg; gooseneck is designed to fit onto the tip of your Tucker&reg; water fed pole and help you reach over deep window ledges and other tough to clean areas. This design uses a quick release stem that attaches to the #1 clamp of your Tucker&reg; pole for easy adjustment.</p>
<p>This attachment accepts Tucker&reg; brushes threaded onto the Euro male thread.</p>
<p>Made in USA of strong plastic material, these goosenecks are proven to last.</p>"
