Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
4VMS6MX7ZUD3OMUGE7VHVFZ4,Sodium Hydroxide - 50 lb Bag,Sodium Hydroxide - 50 lb Bag,Regular,,L498970,,"AZCS, AZCS > Chemicals",AZCS,,,,,Hidden,Physical good,,,,,,,,150.00,,Y,Y,,Y,,,,,AZCS,L498970,N,0,,N,0,,Y,0,,N,0,150.00
GHAEDL7KPXF3EIONI4P5DPB2,Solar Alpha 20,Solar Alpha 20,Regular,,T-20ALPHA-SOLAR,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,393.65,,Y,Y,,Y,,,,275.56,Tucker,T-20ALPHA-SOLAR,Y,0,,N,0,,N,0,,N,0,393.65
Q2IIF3HHBD5W2ENJJNEHNL2L,Solar Alpha 20 Honey Badger,Tucker® Alpha Solar Honey Badger - 20,Regular,,T-20ALPHA-SOLAR-HB,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,3,,,,,,,393.65,,Y,Y,,Y,,,,275.56,Tucker,T-20ALPHA-SOLAR-HB,N,0,,N,0,,Y,0,,N,0,393.65
GH6XYWTYQGPALJ6Q6RYTIQSA,Solar Alpha 32 Honey Badger,Tucker® Alpha Solar Honey Badger - 32,Regular,,T-32ALPHA-SOLAR-HB,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,3,,,,,,,469.99,,Y,Y,,Y,,,,328.99,Tucker,T-32ALPHA-SOLAR-HB,N,0,,N,0,,Y,0,,N,0,469.99
KRLKVLK5VAMH4Z6VHJTCPWA4,Solar Boost 27 - BARE POLE (no tips included),Tucker® - Solar Boost 27 - Bare,Regular,,SOLAR-BOOST-BARE,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,3,,,,,,,823.32,,Y,Y,,Y,,,,576.33,Tucker,SOLAR-BOOST-BARE,N,0,,N,0,,Y,0,,N,0,823.32
HRUDDIY4IRCMPIAHJZOZMVMU,Solar Boost 27 w/ Alpha solar brush,Solar Boost 27' Water-Fed Pole Kit w/ XL Alpha Badger Solar Brush,Regular,,SOLAR-BOOST-COMPLETE,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,11.001,,,,,,,999.91,,Y,Y,,Y,,,,699.94,Tucker,SOLAR-BOOST-COMPLETE,Y,0,,N,0,,N,0,,N,0,999.91
HSD7JYIU6NTP4XWHWRMTKDWZ,"Sorbo 10"" Rubber - Soft","Sorbo Squeegee Rubber 10""",Regular,,SORBO-1491,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,3.35,,Y,Y,,Y,,,,2.35,Tucker,SORBO-1491,N,0,,N,0,,Y,0,,N,0,3.35
K75H5TWQL7WFXKB5XBGLV36N,"Sorbo 14"" Rubber - Soft","Sorbo 14"" Rubber - Soft",Regular,,SORBO-1497,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,4.13,,Y,Y,,Y,,,,2.90,Tucker,SORBO-1497,N,0,,N,0,,Y,0,,N,0,4.13
MDI2QWRSNESFGIKA2EAYFVXK,"Sorbo 14"" Washer T-Bar Only - Aluminum Tubing (Fixed)","Sorbo 14"" Washer T-Bar Only - Aluminum Tubing (Fixed)",Regular,,SORBO-1961F,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,12.10,,Y,Y,,Y,,,,8.47,Tucker,SORBO-1961F,N,0,,N,0,,Y,0,,N,0,12.10
74U72C3MC7PABBUGJ7BNYAXW,"Sorbo 14"" Washer T-Bar Only - Aluminum Tubing (Swivel)","Sorbo 14"" Washer T-Bar Only - Aluminum Tubing (Swivel)",Regular,,SORBO-1961,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,19.75,,Y,Y,,Y,,,,13.83,Tucker,SORBO-1961,N,0,,N,0,,Y,0,,N,0,19.75
YR6J3XSRYUNCLNIRFKMN2QZU,"Sorbo 14"" Yellow Jacket Washer Sleeve w/ Full length Velcro Closure","Sorbo 14"" Yellow Jacket Washer Sleeve w/Full length Velcro Closure",Regular,,SORBO-3009,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,14.17,,Y,Y,,Y,,,,9.92,Tucker,SORBO-3009,N,0,,N,0,,Y,0,,N,0,14.17
ULJKZNZH7HWLQDGSF3FG6HT4,"Sorbo 18"" Rubber - Soft","Sorbo 18"" Rubber - Soft",Regular,,SORBO-1503,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,4.81,,Y,Y,,Y,,,,3.37,Tucker,SORBO-1503,N,0,,N,0,,Y,0,,N,0,4.81
SRTLJHHOHG24OD7VBRANY5GM,"Sorbo 18"" Washer T-Bar Only - Aluminum Tubing (Fixed)","Sorbo 18"" Washer T-Bar Only - Aluminum Tubing (Fixed)",Regular,,SORBO-1962F,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,13.13,,Y,Y,,Y,,,,9.20,Tucker,SORBO-1962F,N,0,,N,0,,Y,0,,N,0,13.13
4JHKQ2BHQ2SJ4DNDNKOXBFO5,"Sorbo 18"" Washer T-Bar Only - Aluminum Tubing (Swivel)","Sorbo 18"" Washer T-Bar Only - Aluminum Tubing (Swivel)",Regular,,SORBO-1962,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,20.83,,Y,Y,,Y,,,,14.58,Tucker,SORBO-1962,N,0,,N,0,,Y,0,,N,0,20.83
34WIIDKTODZCW6475G2GFDAD,"Sorbo 18"" Yellow Jacket Washer Sleeve w/ Brass Snaps","Sorbo 18"" Yellow Jacket Washer Sleeve w/Brass Snaps",Regular,,SORBO-3004,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,18.89,,Y,Y,,Y,,,,13.23,Tucker,SORBO-3004,N,0,,N,0,,Y,0,,N,0,18.89
ZW6Q7SGA6GIZVUOYY4GJMWDV,"Sorbo 18"" Yellow Jacket Washer Sleeve w/ Full length Velcro Closure","Sorbo 18"" Yellow Jacket Washer Sleeve w/Full length Velcro Closure",Regular,,SORBO-3010,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,16.87,,Y,Y,,Y,,,,11.81,Tucker,SORBO-3010,N,0,,N,0,,Y,0,,N,0,16.87
SK6J5MWDRUVSUUA2JIYIS6OO,"Sorbo 6"" Rubber - Soft","Sorbo 6"" Rubber - Soft",Regular,,SORBO-1485,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.21,,Y,Y,,Y,,,,1.55,Tucker,SORBO-1485,N,0,,N,0,,Y,0,,N,0,2.21
ILSIWMOZBHRL37EV5QG3WLJ6,"Sorbo 6"" Washer T-Bar Only - Aluminum Tubing (Fixed)","Sorbo 6"" Washer T-Bar Only - Aluminum Tubing (Fixed)",Regular,,SORBO-1956F,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,21.32,,Y,Y,,Y,,,,14.93,Tucker,SORBO-1956F,N,0,,N,0,,Y,0,,N,0,21.32
KSUBUI6S6JGWGNYXUDCDNQBZ,"Sorbo 6"" Washer T-Bar Only - Aluminum Tubing (Swivel)","Sorbo 6"" Washer T-Bar Only - Aluminum Tubing (Swivel)",Regular,,SORBO-1956,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,17.59,,Y,Y,,Y,,,,12.31,Tucker,SORBO-1956,N,0,,N,0,,Y,0,,N,0,17.59
HGDUDIPXA34DA2AYX36TVXIC,"Sorbo 6"" Yellow Jacket Washer Sleeve w/ Brass Snaps","Sorbo 6"" Yellow Jacket Washer Sleeve w/ Brass Snaps",Regular,,SORBO-3001,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,11.29,,Y,Y,,Y,,,,7.90,Tucker,SORBO-3001,N,0,,N,0,,Y,0,,N,0,11.29
S3BGFWRHCT54QHXJJP66IIK7,Sorbo Aluminum Handle Fixed,Sorbo Aluminum Handle (Fixed),Regular,,SORBO-1375,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,13.41,,Y,Y,,Y,,,,9.39,Tucker,SORBO-1375,N,0,,N,0,,Y,0,,N,0,13.41
NPWTFJWEALYPQU2RYUI2MU6C,Sorbo Belt with Three Loops,Sorbo Belt with Three Loops,Regular,,SORBO-1990,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,29.22,,Y,Y,,Y,,,,20.45,Tucker,SORBO-1990,N,0,,N,0,,Y,0,,N,0,29.22
IH7NH4WWVJRVRSVNGNT3NRPR,Sorbo End Clips 90 degree & 40 degree Squeegee Ends (12 Pack),Sorbo End Clips 90 degree & 40 degree Squeegee Ends (12 Pack),Regular,,SORBO-1979,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,6.36,,Y,Y,,Y,,,,4.46,Tucker,SORBO-1979,N,0,,N,0,,Y,0,,N,0,6.36
IEBXNNP5AQBWWWG4MDD6RQIL,Sorbo Glide Lubricant Liquid 1 pint,Sorbo Glide Lubricant Liquid 1 pint,Regular,,SORBO-2105,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,14.39,,Y,Y,,Y,,,,10.08,Tucker,SORBO-2105,N,0,,N,0,,Y,0,,N,0,14.39
TEN4WFUM44TEOABISTPARWWT,Sorbo Hard Water Stain Remover 5oz,Sorbo Hard Water Stain Remover 5oz,Regular,,SORBO-5000,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,15.58,,Y,Y,,Y,,,,10.91,Tucker,SORBO-5000,N,0,,N,0,,Y,0,,N,0,15.58
S2GBZ7WFGHEMSINR7ZT5BIYW,"Sorbo Holster For Two Squeegee, Nylon - Black","Sorbo Holster For Two Squeegee, Nylon - Black",Regular,,SORBO-1991,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,36.56,,Y,Y,,Y,,,,25.60,Tucker,SORBO-1991,N,0,,N,0,,Y,0,,N,0,36.56
L6ZVV2WFCTNDHAECURDZIILI,Sorbo Swivel Fast Release - BLACK (Universal),Sorbo Swivel Fast Release - BLACK (Universal),Regular,,SORBO-1385,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,36.00,,Y,Y,,Y,,,,25.20,Tucker,SORBO-1385,N,0,,N,0,,Y,0,,N,0,36.00
ILQR4AH2SDLZSRHN5WUXEZSB,Sorbo Trad KIT,Sorbo Trad KIT,Regular,,SORBO-TRAD-KIT,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,505.01,,Y,Y,,Y,,,,353.51,Tucker,SORBO-TRAD-KIT,N,0,,N,0,,Y,0,,N,0,505.01
VQACDHYFTXCE5XHSTZICEZCQ,Split Washer for Wheel Bolts,Split Washer for Wheel Bolts,Regular,,HW015,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,0.25,,Y,Y,,Y,,,,0.18,Tucker,HW015,N,0,,N,0,,Y,0,,N,0,0.25
MXKWKHFVEKNWWKOD4Q3NIOYF,Spot Free 100 Gallon RO/DI Dual User,Spot Free 100 Gallon RO/DI Dual User,Regular,,T-100-PRO-DU,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,,,,,,,,10608.17,,Y,Y,,Y,,,,7425.72,Tucker,T-100-PRO-DU,N,0,,N,0,,Y,0,,N,0,10608.17
L5G724QM6F5IVFDJISVVVOOA,Spot Free RO/DI 50 Gallon Dual User 150,Tucker® Fill N Go - Dual User,Regular,,T-50-PRO-DU-150,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,278.001,,,,,,,9920.27,,Y,,,,N,,,6944.19,Tucker,T-50-PRO-DU-150,N,0,,N,0,,Y,0,,N,0,9920.27
RCDQAUG3HJAKEYNVBJIDDNNL,Spot Free RO/DI 50 Gallon Single User 150,Tucker® Fill N Go - Single User,Regular,,T-50-PRO-SU-150,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,248,,,,,,,7515.10,,Y,,,,N,,,5260.57,Tucker,T-50-PRO-SU-150,N,0,,N,0,,Y,0,,N,0,7515.10
YBKXVIASHFZ6LLZWFTCSM72X,Spray-Flex,,Regular,,4599,"Spray-Flex is a revolutionary tool that will help to save time, money and countless injuries. The ability to bend the end of a washer or spray head to enable you to keep you posture and still spray where you want is invaluable. Attach Spray-Flex to a gun directly or a standard wash wand or attach it to a pole and keep your feet on the ground while washing 2 stories.",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,100.00,,Y,,,,,,,88.17,Barens,,Y,3,,,,,N,0,,,,
MVWGS6GQAOZGTABFRD6DNJ4O,ST-15 Descaling Pump,,Regular,,7035,ST-15 Descaling Pump - Designed to introduce Descaling Chemical that removes minerals which cause water hardness. Helps eliminate calcium build up and lime scale deposits in coil,Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,85.00,,Y,,,,,,,48.83,,,Y,0,,Y,0,,N,0,,,,
SBENXP2TYXILCRWAXCQHSFO6,ST-2605 Relax Action - 12gpm / 5000psi / 300 deg F,,Regular,,4539,ST-2605 Relax Action - 12gpm / 5000psi / 300 deg F,Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,53.75,,Y,,N,,,,,37.37,,,Y,3,,Y,0,,N,0,,,,
65HGSQWMVRCJIYJLF7MBARED,ST-78 Long Cast Lance w/2320 & 4.5mm nozzle,ST-78 Long Cast Lance w/2320 & 4.5mm nozzle,Regular,,200079000000,ST-78 Long Cast Lance w/2320 & 4.5mm nozzle,MPWSR,MPWSR,ST-78 Long Cast Lance w/2320 & 4.5mm nozzle | AZ Cleaning Supplies,ST-78 Long Cast Lance w/2320 & 4.5mm nozzle. Vendor code: 2.00079E+11. Available at AZ Cleaning Supplies.,st-78-long-cast-lance-w-2320-4-5mm-nozzle,,Hidden,Physical good,,ST-78 Long Cast Lance w/2320 & 4.5mm nozzle | AZ Cleaning Supplies,ST-78 Long Cast Lance w/2320 & 4.5mm nozzle. Vendor code: 2.00079E+11. Available at AZ Cleaning Supplies.,N,N,N,N,369.00,,Y,Y,N,Y,,,,299.99,MPWSR,2.00079E+11,N,0,,N,0,369.00,Y,0,,N,0,369.00
CWXENYPWOZTVVK3XL5WGIOXU,Stainless Steel Carbon/DI Filter Housing Upgrade,Stainless Steel Carbon/DI Filter Housing Upgrade,Regular,,STAINLESS-STEEL-CARBON/DI-FILTER-HOUSING-UPGR,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,,,,,,,,402.10,,Y,Y,,Y,,,,281.47,Tucker,STAINLESS-STEEL-CARBON/DI-FILTER-HOUSING-UPGR,N,0,,N,0,,Y,0,,N,0,402.10
MRF2VRAFWS4KHVEBPJHN5AO2,Standard Size Boar Bristle Brush,Standard Size Boar Bristle Brush,Regular,,T-12BB,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,99.51,,Y,Y,,Y,,,,69.66,Tucker,T-12BB,N,0,,N,0,,Y,0,,N,0,99.51
5SM52HGWOCXD2H3FIL6P56OU,Standard Size Boar Bristle Brush w/ Head,Standard Size Boar Bristle Brush w/ Head,Regular,,T-12BBH,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,154.18,,Y,Y,,Y,,,,107.93,Tucker,T-12BBH,Y,0,,N,0,,N,0,,N,0,154.18
VNCRVY72PRMLVL622NZ2RKCJ,Standard Size Hybrid Brush,Standard Size Hybrid Brush,Regular,,T-12HY,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,116.17,,Y,Y,,Y,,,,81.32,Tucker,T-12HY,N,0,,N,0,,Y,0,,N,0,116.17
DF2ANTNXVFMEQSZIJ7YZAV6L,Standard Size Hybrid Brush w/ Head,Standard Size Hybrid Brush w/ Head,Regular,,T-12HYH,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,170.83,,Y,Y,,Y,,,,119.59,Tucker,T-12HYH,N,0,,N,0,,Y,0,,N,0,170.83
ALLV3J5653QWFEOTNCDAV4G6,Standard Size Rinse Bar V2,Tucker® Over the Top Rinse Bar Small - Plastic,Regular,,T-OTT-STD-V2,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,50.49,,Y,Y,,Y,,,,35.34,Tucker,T-OTT-STD-V2,N,0,,N,0,,Y,0,,N,0,50.49
MG5IZIFFI2VADXBNO5AHPBFC,Suttner Foot Valve,,Regular,,3473,"Suttner Foot Valve
Allows both hands to be free to control the sewer hose.
8GPM Max
• Pedal and valve are in protective housing
• Inlet and outlet positioned to keep hose out of the way",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,135.00,,Y,,N,,,,,103.66,Barens,,Y,0,,,,,N,0,,,,
PZLVTFL3JNCVNRXCHTCNUYKX,Suttner ST-2305 Easy Pull Spray Gun,,Regular,,4654,Suttner ST-2305 Easy Pull Spray Gun,Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,42.75,,Y,,N,,,,,32.53,,,Y,4,,Y,0,,N,0,,,,
BXJEDBFSK4YO3MHQAXUMEXJK,Suttner ST-2305 Easy Pull Spray Gun Safety Orange,,Regular,,6955,Suttner ST-2305 Easy Pull Spray Gun Safety Orange,Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,42.75,,Y,,N,,,,,34.69,,,Y,-1,,Y,0,,N,0,,,,
LES5LUGIO2IH76GYM4XEJW3A,Swivel Assembly,Swivel Assembly For Swiveling Gooseneck,Regular,,T-SW-ASY,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,24.73,,Y,Y,,Y,,,,17.31,Tucker,T-SW-ASY,N,0,,N,0,,Y,0,,N,0,24.73
UXLVTJV66O6UWTEIX6BKATPN,Swivel Gooseneck Brush Plate,Swivel Gooseneck Brush Plate,Regular,,T-SW-PL,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,5.39,,Y,Y,,Y,,,,3.78,Tucker,T-SW-PL,N,0,,N,0,,Y,0,,N,0,5.39
RO4CYN5BLU5346PG2FLP2TQP,"Swivel, Release","Swivel, Release",Regular,,92970,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,3.11,,Y,Y,,Y,,,,2.18,Tucker,92970,N,0,,N,0,,Y,0,,N,0,3.11
ZXJHJTJW4C2CFN7C5FQT3AKX,T1-V2 complete clamp w/ plastic euro tip,T1-V2 complete clamp w/ plastic euro tip,Regular,,T1-EURO-UGK,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,30.07,,Y,Y,,Y,,,,21.05,Tucker,T1-EURO-UGK,N,0,,N,0,,Y,0,,N,0,30.07
WPIDIAZLZDKXFWKTV35XBY5E,Tank lid,Tank lid,Regular,,TANK-LID,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,44.21,,Y,Y,,Y,,,,30.95,Tucker,TANK-LID,N,0,,N,0,,Y,0,,N,0,44.21
MYCYHEP2DVDQCZBLYIW33FIP,The Ultimate DIY Kit (Dual User),The ULTIMATE DIY Kit - Dual User,Regular,,T-ULTIMATE-DIY-DU,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,60.001,,,,,,,4433.80,,Y,Y,,Y,,,,3103.66,Tucker,T-ULTIMATE-DIY-DU,N,0,,N,0,,Y,0,,N,0,4433.80
VGKIXYNPXXYFAUWY5ZC36JMM,The Ultimate DIY Kit (Single User),The ULTIMATE DIY Kit - Single User,Regular,,T-ULTIMATE-DIY-SU,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,60.001,,,,,,,3555.36,,Y,Y,,Y,,,,2488.76,Tucker,T-ULTIMATE-DIY-SU,N,0,,N,0,,Y,0,,N,0,3555.36
I6DCTQO34CN4F2FEWICPF3BW,Threaded Barrel only for clamp body,Threaded Barrel only for clamp body,,,T-Clamp Barrel-threaded,Threaded Barrel only for clamp body | Official Tucker SKU: T-CLAMPBARREL-THREADED | Category: Water Fed Pole Parts,"Tucker, Tucker > Water Fed Pole Parts",Tucker,Threaded Barrel only for clamp body | AZ Cleaning Supplies,Threaded Barrel only for clamp body. Category: Water Fed Pole Parts. Vendor code: T-CLAMPBARREL-THREADED. Available at AZ Cleaning Supplies.,threaded-barrel-only-for-clamp-body,,Hidden,Physical good,,Threaded Barrel only for clamp body | AZ Cleaning Supplies,Threaded Barrel only for clamp body. Category: Water Fed Pole Parts. Vendor code: T-CLAMPBARREL-THREADED. Available at AZ Cleaning Supplies.,N,N,N,N,8.69,,Y,,N,,,,,,Tucker,,Y,0,,,,8.69,Y,0,,,,8.69
OBNZVN3KCNJHMPVIOKZFWONI,Truck Mount Skid CRX680,Truck Mount Skid CRX680,Regular,,9712612,,"MPWSR, MPWSR > Skids",MPWSR,,,,,Hidden,Physical good,,,,,,,,3500.00,,Y,Y,,Y,,,,,MPWSR,9712612,N,0,,N,0,,Y,0,,N,0,3500.00
KXO34LVTS7DOI3JKMHEE25RO,Tucker 10 clamp set w/ euro tip,10 Clamp Replacement Set,Regular,,T-10PC-SET,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.624,,,,,,,144.40,,Y,Y,,Y,,,,101.09,Tucker,T-10PC-SET,N,0,,N,0,,Y,0,,N,0,144.40
4BQE653NZQKFE6PTJLQ6MJDU,Tucker 3 clamp set w/ euro tip,3 Clamp Replacement Set,Regular,,T-3PC-SET,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.624,,,,,,,60.16,,Y,Y,,Y,,,,42.11,Tucker,T-3PC-SET,N,0,,N,0,,Y,0,,N,0,60.16
UG5XTS6XMF2M4ARGOR22L7UL,Tucker 4 Stage RO/DI Cart,Tucker 4 Stage RO/DI Cart,Regular,,T-4060,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,135,,,,,,,4400.52,,Y,Y,,Y,,,,3080.36,Tucker,T-4060,N,0,,N,0,,Y,0,,N,0,4400.52
HIQA2UF35YEBI7PCRDMB73YE,Tucker 5 clamp set w/ euro tip,5 Clamp Replacement Set,Regular,,T-5PC-SET,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.624,,,,,,,84.23,,Y,Y,,Y,,,,58.96,Tucker,T-5PC-SET,N,0,,N,0,,Y,0,,N,0,84.23
VZWBSEGVOIUHI67J65QIWNIE,Tucker 7 clamp set w/ euro tip,7 Clamp Replacement Set,Regular,,T-7PC-SET,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.624,,,,,,,108.30,,Y,Y,,Y,,,,75.81,Tucker,T-7PC-SET,N,0,,N,0,,Y,0,,N,0,108.30
SHS5PZQJ4LQM7Z5PVVFWWC2Y,Tucker 9 clamp set w/ euro tip,9 Clamp Replacement Set,Regular,,T-9PC-SET,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.624,,,,,,,132.37,,Y,Y,,Y,,,,92.66,Tucker,T-9PC-SET,N,0,,N,0,,Y,0,,N,0,132.37
VN5J3LSNX7TCBHIS6RO2NQJJ,Tucker Bucket on a Belt w/ QR - Left hand,Tucker® BOAB by Takaki Works - Bucket on Belt w/ QR Left hand,Regular,,T-BOAB-QR-TW-LH,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,208.95,,Y,Y,,Y,,,,146.27,Tucker,T-BOAB-QR-TW-LH,N,0,,N,0,,Y,0,,N,0,208.95
QLFEE6EEZSHSB2BOOUOOE7T3,Tucker Bucket on a Belt w/ QR - Right hand,Tucker® BOAB by Takaki Works - Bucket on Belt w/ QR Right hand,Regular,,T-BOAB-QR-TW,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,208.95,,Y,Y,,Y,,,,146.27,Tucker,T-BOAB-QR-TW,N,0,,N,0,,Y,0,,N,0,208.95
TY6QB2UWAWOWMINO4KQT7HL3,Tucker Dual Hose Adapter (for ADH Method),Tucker Dual Hose Adapter (for ADH Method),Regular,,T-411,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,32.80,,Y,Y,,Y,,,,22.97,Tucker,T-411,N,0,,N,0,,Y,0,,N,0,32.80
XQOODPFOI32E33KW7OGGGA3B,Tucker H2Go w/ Remote,,Regular,,T-20-Mobi-C,"Hard to access windows or solar panels on the job site? The Tucker® H2Go is your ultimate weapon against those hard to get to windows or areas without water connections for your mobile Tucker® RO/DI carts.
Capable of carrying 20 gallons of ultra pure water, the Tucker® H2Go features a remote controlled delivery system with the ability to turn up, down, on or off your pure water flow at the press of a button.

Simply fill your H2Go with ultra pure water, wheel it to your hard to access area, such as atriums, courtyards, or any other areas you can not get your vehicle near.

Built in is a 100 foot length of Tucker® high flow hose, a lithium battery, charging system, pump, and flow controller with remote control.

At the end of the day simply connect the built in charging port to your extension cord/power supply and recharge for the next day.",Tucker,Tucker,,,,,Hidden,Physical good,,,,N,N,N,Y,3567.87,,Y,,N,,,,,2497.51,,,Y,1,,,,,N,0,,,,
OCEP2KW65VSWFWKRCRMTZUMN,Tucker H2Pro WP,Tucker H2Pro WP,Regular,,H2PROWP,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,62.501,,,,,,,3975.00,,Y,Y,,Y,,,,2869.30,Tucker,10041-SS,N,0,,N,0,,Y,0,,N,0,3975.00
L4FUBXP6UF35UUF6V57GZ5ZD,Tucker Hand Carry Hose Reel,Tucker® Hand Carry Hose Reel,Regular,,70009-150,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,10,,,,,,,544.41,,Y,Y,,Y,,,,381.09,Tucker,70009-150,N,0,,N,0,,Y,0,,N,0,544.41
