SKU,Item Name,Category,Category Folder,Image Filename,Image Absolute Path
63018,1/2 x 1/4 Hex Bushing,Tucker > Catalog,Catalog,63018.png,C:\Codex\AZCS Inventory\Images\Tucker images\63018.png
62005,1/2 x 3/8 PTF Tee,Tucker > Accessories,Accessories,62005.png,C:\Codex\AZCS Inventory\Images\Tucker images\62005.png
62007,1/2 Y Divider,Tucker > Catalog,Catalog,62007.png,C:\Codex\AZCS Inventory\Images\Tucker images\62007.png
62051,"1/2"" male NPT x 1/2"" PTF swiveling Elbow",Tucker > Accessories,Accessories,62051.png,C:\Codex\AZCS Inventory\Images\Tucker images\62051.png
63045,"1/2"" X 1/2"" Brass RISER",Tucker > Catalog,Catalog,63045.png,C:\Codex\AZCS Inventory\Images\Tucker images\63045.png
62001-M,1/2in stem x 1/2in ptf metal ELBOW,Tucker > Accessories,Accessories,62001-M.png,C:\Codex\AZCS Inventory\Images\Tucker images\62001-M.png
62001,1/2in stem x 1/2in ptf Plastic ELBOW,Tucker > Accessories,Accessories,62001.png,C:\Codex\AZCS Inventory\Images\Tucker images\62001.png
63028,1/2in Brass Threaded Coupling,Tucker > Catalog,Catalog,63028.png,C:\Codex\AZCS Inventory\Images\Tucker images\63028.png
62010,1/2in male thread x 1/2in PTF Elbow,Tucker > Accessories,Accessories,62010.png,C:\Codex\AZCS Inventory\Images\Tucker images\62010.png
21010,1/2in O-Ring for RO Membranes,Tucker > Pure Water Systems,Pure Water Systems,21010.png,C:\Codex\AZCS Inventory\Images\Tucker images\21010.png
63031,1/2in Stem x 3/8in Barb 45 deg,Tucker > Catalog,Catalog,63031.png,C:\Codex\AZCS Inventory\Images\Tucker images\63031.png
63029,1/2in x 3/8in Brass Face Bushing,Tucker > Catalog,Catalog,63029.png,C:\Codex\AZCS Inventory\Images\Tucker images\63029.png
63013,1/2x1/2x1/2 Stem Union T-Black,Tucker > Catalog,Catalog,63013.png,C:\Codex\AZCS Inventory\Images\Tucker images\63013.png
63015,1/2x1/2x1/4 Tube Union Tee-Black,Tucker > Accessories,Accessories,63015.png,C:\Codex\AZCS Inventory\Images\Tucker images\63015.png
62056,"1/4""M x 5/16"" PTF",Tucker > Catalog,Catalog,62056.png,C:\Codex\AZCS Inventory\Images\Tucker images\62056.png
SORBO-S1269,"10"" Quicksilver Channel 90 degree w/ end clips",Tucker > Catalog,Catalog,SORBO-S1269.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-S1269.jpeg
12015,12 volt waterproof rocker switch,Tucker > Catalog,Catalog,12015.png,C:\Codex\AZCS Inventory\Images\Tucker images\12015.png
SORBO-S1277,"14"" Quicksilver Channel 40 degree w/ end clips",Tucker > Catalog,Catalog,SORBO-S1277.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-S1277.png
ECO-15-BARE,15' ECO BARE POLE (no tips included),Tucker > Water Fed Pole Parts,Water Fed Pole Parts,ECO-15-BARE.png,C:\Codex\AZCS Inventory\Images\Tucker images\ECO-15-BARE.png
V16X2,"16"" x 2"" Velcro Strip (Single strip)",Tucker > Catalog,Catalog,V16X2.png,C:\Codex\AZCS Inventory\Images\Tucker images\V16X2.png
SORBO-S1285,"18"" Quicksilver Channel 40 degree w/ end clips",Tucker > Catalog,Catalog,SORBO-S1285.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-S1285.png
11031-STEEL,1in Square Plastic Plug for Steel Frame,Tucker > Accessories,Accessories,11031-STEEL.png,C:\Codex\AZCS Inventory\Images\Tucker images\11031-STEEL.png
ECO-40-EXT,2 Piece Ext Kit w/ Sec ECO-6 and ECO-7,Tucker > Catalog,Catalog,ECO-40-EXT.png,C:\Codex\AZCS Inventory\Images\Tucker images\ECO-40-EXT.png
ECO-50-EXT,2 Piece Ext Kit w/ Sec ECO-8 and ECO-9,Tucker > Catalog,Catalog,ECO-50-EXT.png,C:\Codex\AZCS Inventory\Images\Tucker images\ECO-50-EXT.png
ECO-MINI-EXT,2 Piece Extension for ECO-MINI,Tucker > Catalog,Catalog,ECO-MINI-EXT.png,C:\Codex\AZCS Inventory\Images\Tucker images\ECO-MINI-EXT.png
T-LOCT-UGK,2 piece kit for upgrading to Loct System,Tucker > Catalog,Catalog,T-LOCT-UGK.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-LOCT-UGK.jpeg
V10X2,"2""x10"" Velcro Strip (Single strip)",Tucker > Catalog,Catalog,V10X2.png,C:\Codex\AZCS Inventory\Images\Tucker images\V10X2.png
20026,2.5in x 10in Carbon Filter,Tucker > Pure Water Systems,Pure Water Systems,20026.png,C:\Codex\AZCS Inventory\Images\Tucker images\20026.png
20026-CK,2.5in x 10in Carbon Filter / Chloramine Killer,Tucker > Pure Water Systems,Pure Water Systems,20026-CK.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\20026-CK.jpeg
20047-CLR,2.5in x 10in CLEAR Housing w/ 1/2in inlets,Tucker > Catalog,Catalog,20047-CLR.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\20047-CLR.jpeg
TUCKER-2-5IN-X-10IN-SEDIMENT-FILTER,2.5in x 10in Sediment Filter,Tucker > Pure Water Systems,Pure Water Systems,20025.png,C:\Codex\AZCS Inventory\Images\Tucker images\20025.png
20051,21in Filter Insert (EMPTY),Tucker > Pure Water Systems,Pure Water Systems,20051.png,C:\Codex\AZCS Inventory\Images\Tucker images\20051.png
20025-3,3 pack of filters for hydrocart,Tucker > Pure Water Systems,Pure Water Systems,20025-3.png,C:\Codex\AZCS Inventory\Images\Tucker images\20025-3.png
62029,3 way Valve - SmartWash,Tucker > Accessories,Accessories,62029.png,C:\Codex\AZCS Inventory\Images\Tucker images\62029.png
63027,3/4 FNPTx 3/4 FGHT Brass Swivel,Tucker > Catalog,Catalog,63027.png,C:\Codex\AZCS Inventory\Images\Tucker images\63027.png
63024,3/4 x 1/2 Reducer Bushing,Tucker > Catalog,Catalog,63024.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\63024.jpeg
63026,3/4 x 3/4 MGHT x MPT,Tucker > Catalog,Catalog,63026.png,C:\Codex\AZCS Inventory\Images\Tucker images\63026.png
63051,"3/4"" Female x 3/4"" Female GHT Swivel",Tucker > Catalog,Catalog,63051.png,C:\Codex\AZCS Inventory\Images\Tucker images\63051.png
63052,"3/4"" Female x 3/4"" Male GHT",Tucker > Catalog,Catalog,63052.png,C:\Codex\AZCS Inventory\Images\Tucker images\63052.png
63053,"3/4"" x 2"" Nipple",Tucker > Catalog,Catalog,63053.png,C:\Codex\AZCS Inventory\Images\Tucker images\63053.png
63001,3/8 barb x 1/2 male thread,Tucker > Catalog,Catalog,63001.png,C:\Codex\AZCS Inventory\Images\Tucker images\63001.png
63002,3/8 barb x 1/4 male thread,Tucker > Catalog,Catalog,63002.png,C:\Codex\AZCS Inventory\Images\Tucker images\63002.png
63004,3/8 barb x 3/4 female GHT,Tucker > Catalog,Catalog,63004.png,C:\Codex\AZCS Inventory\Images\Tucker images\63004.png
63003,3/8 barb x 3/4 male GHT,Tucker > Catalog,Catalog,63003.png,C:\Codex\AZCS Inventory\Images\Tucker images\63003.png
63012,3/8 Male x 3/8 Barb,Tucker > Catalog,Catalog,63012.png,C:\Codex\AZCS Inventory\Images\Tucker images\63012.png
62024,3/8 Pipe Thread x 1/2 PTF,Tucker > Catalog,Catalog,62024.png,C:\Codex\AZCS Inventory\Images\Tucker images\62024.png
62006,3/8 PTF x 1/4 PTF Reducer,Tucker > Catalog,Catalog,62006.png,C:\Codex\AZCS Inventory\Images\Tucker images\62006.png
T-1935,3/8 Swivel for Tucker Reel,Tucker > Accessories,Accessories,T-1935.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-1935.png
63011,3/8 x 1/2 PTF GAM,Tucker > Catalog,Catalog,63011.png,C:\Codex\AZCS Inventory\Images\Tucker images\63011.png
63030,3/8in Close Nipple,Tucker > Catalog,Catalog,63030.png,C:\Codex\AZCS Inventory\Images\Tucker images\63030.png
ECO-30-BARE,30' ECO BARE POLE (no tips included),Tucker > Water Fed Pole Parts,Water Fed Pole Parts,ECO-30-BARE.png,C:\Codex\AZCS Inventory\Images\Tucker images\ECO-30-BARE.png
20054-30-SS,"30"" Stainless Steel Housing",Tucker > Accessories,Accessories,20054-30-SS.png,C:\Codex\AZCS Inventory\Images\Tucker images\20054-30-SS.png
20066-C,30in Carbon Filter Insert,Tucker > Pure Water Systems,Pure Water Systems,20066-C.png,C:\Codex\AZCS Inventory\Images\Tucker images\20066-C.png
20066,30in Filter Insert (EMPTY),Tucker > Pure Water Systems,Pure Water Systems,20066.png,C:\Codex\AZCS Inventory\Images\Tucker images\20066.png
20066-RO,30in Max-Flow Custom RO Membrane,Tucker > Pure Water Systems,Pure Water Systems,20066-RO.png,C:\Codex\AZCS Inventory\Images\Tucker images\20066-RO.png
T-SOLAR-4060,4 Stage 4060 Kit for Solar Panel Cleaning,Tucker > Catalog,Catalog,T-SOLAR-4060.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SOLAR-4060.png
T-CART-UGK,4 Stage Cart Upgrade Kits,Tucker > Catalog,Catalog,T-CART-UGK.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-CART-UGK.jpeg
T-SOLAR-RIVAL,4 Stage Rival Kit for Solar Panel Cleaning,Tucker > Pure Water Systems,Pure Water Systems,T-SOLAR-RIVAL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SOLAR-RIVAL.png
20027,4 x 10in DI Cartridge Blue/White,Tucker > Catalog,Catalog,20027.png,C:\Codex\AZCS Inventory\Images\Tucker images\20027.png
TUCKER-4-X-20IN-DI-CARTRIDGE-FULL-BLUE,4 x 20in DI Cartridge Full Blue/White,Tucker > Catalog,Catalog,20015.png,C:\Codex\AZCS Inventory\Images\Tucker images\20015.png
ECO-40-BARE,40' ECO BARE POLE (no tips included),Tucker > Water Fed Pole Parts,Water Fed Pole Parts,ECO-40-BARE.png,C:\Codex\AZCS Inventory\Images\Tucker images\ECO-40-BARE.png
20054-40-SS,"40"" Stainless Steel Housing",Tucker > Accessories,Accessories,20054-40-SS.png,C:\Codex\AZCS Inventory\Images\Tucker images\20054-40-SS.png
20013-C,40in Carbon Insert,Tucker > Catalog,Catalog,20013-C.png,C:\Codex\AZCS Inventory\Images\Tucker images\20013-C.png
20013,40in Cartridge EMPTY,Tucker > Catalog,Catalog,20013.png,C:\Codex\AZCS Inventory\Images\Tucker images\20013.png
20013-D,40in DI Cartridge,Tucker > Catalog,Catalog,20013-D.png,C:\Codex\AZCS Inventory\Images\Tucker images\20013-D.png
21009,4in Brine Seal,Tucker > Catalog,Catalog,21009.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\21009.jpeg
20036,4in Filter Wrench,Tucker > Pure Water Systems,Pure Water Systems,20036.png,C:\Codex\AZCS Inventory\Images\Tucker images\20036.png
20009,4in x 10in Carbon Filter,Tucker > Pure Water Systems,Pure Water Systems,20009.png,C:\Codex\AZCS Inventory\Images\Tucker images\20009.png
20040,4in x 10in Grey Housing 3/4 FNPT,Tucker > Catalog,Catalog,20040.png,C:\Codex\AZCS Inventory\Images\Tucker images\20040.png
20008,4in x 10in Sediment Filter,Tucker > Pure Water Systems,Pure Water Systems,20008.png,C:\Codex\AZCS Inventory\Images\Tucker images\20008.png
20041,4in x 20in Housing Grey 3/4 FNPT,Tucker > Catalog,Catalog,20041.png,C:\Codex\AZCS Inventory\Images\Tucker images\20041.png
20014,4in x 20in Refillable Cartridge Empty Blue/White,Tucker > Catalog,Catalog,20014.png,C:\Codex\AZCS Inventory\Images\Tucker images\20014.png
20029,4in x10in Re-Fillable Empty Blue/White,Tucker > Catalog,Catalog,20029.png,C:\Codex\AZCS Inventory\Images\Tucker images\20029.png
20051-C,4x21 Carbon Cartridge,Tucker > Catalog,Catalog,20051-C.png,C:\Codex\AZCS Inventory\Images\Tucker images\20051-C.png
20051-D,4x21 DI Cartridge,Tucker > Catalog,Catalog,20051-D.png,C:\Codex\AZCS Inventory\Images\Tucker images\20051-D.png
40018-5PK,"5 pack of walnut pads 6 x 9""",Tucker > Catalog,Catalog,40018-5PK.png,C:\Codex\AZCS Inventory\Images\Tucker images\40018-5PK.png
60007-5,5 Way 5/16 Push to Fit Divider (brush),Tucker > Accessories,Accessories,60007-5.png,C:\Codex\AZCS Inventory\Images\Tucker images\60007-5.png
60007,5/16 Push to Fit Divider (brush),Tucker > Accessories,Accessories,60007.png,C:\Codex\AZCS Inventory\Images\Tucker images\60007.png
60006,5/16 Push to Fit Wye(brush),Tucker > Accessories,Accessories,60006.png,C:\Codex\AZCS Inventory\Images\Tucker images\60006.png
63014,5/16 union,Tucker > Catalog,Catalog,63014.png,C:\Codex\AZCS Inventory\Images\Tucker images\63014.png
TANK,50 gallon Tank,Tucker > Catalog,Catalog,TANK.png,C:\Codex\AZCS Inventory\Images\Tucker images\TANK.png
T-50HM-BARE,50' HM BARE POLE (no tips included),Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-50HM-BARE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-50HM-BARE.png
T-55-KIT,55' pole kit,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-55-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-55-KIT.png
T-SOLAR-MO,5-Stage Max Output Kit For Solar Panel Cleaning,Tucker > Catalog,Catalog,T-SOLAR-MO.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SOLAR-MO.png
TUCKER-6-X-9-WALNUT-PAD,"6 x 9"" walnut pad",Tucker > Catalog,Catalog,40018.png,C:\Codex\AZCS Inventory\Images\Tucker images\40018.png
SORBO-S1261,"6"" Quicksilver Channel 90 degree w/ end clips",Tucker > Catalog,Catalog,SORBO-S1261.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-S1261.png
T-60-KIT,60' pole kit,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-60-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-60-KIT.png
T-65-KIT,65' pole kit,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-65-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-65-KIT.png
T-70-KIT,70' pole kit,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-70-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-70-KIT.png
T-GN-V1,Adjustable Tucker Gooseneck,Tucker > Accessories,Accessories,T-GN-V1.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-V1.png
T-GN-V2,Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-GN-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-V2.png
ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS,Alpha Scrubber Pads │ 10 Pack Replacements,Tucker > Catalog,Catalog,ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS.png,C:\Codex\AZCS Inventory\Images\Tucker images\ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS.png
T-ACME-TIP-ALUMINUM,Aluminum Acme Tip for #1 Clamp,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-ACME-TIP-ALUMINUM.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-ACME-TIP-ALUMINUM.jpeg
T-50-AUX,Auxiliary 50 Gallon Tucker Tank,Tucker > Catalog,Catalog,T-50-AUX.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-AUX.png
T-CLAMPBARREL,Barrel only for aluminum clamp body,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-CLAMPBARREL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-CLAMPBARREL.png
12013,Battery Hold-Down,Tucker > Catalog,Catalog,12013.png,C:\Codex\AZCS Inventory\Images\Tucker images\12013.png
T-TW-BNDL,BOAB / Pouch Bundle,Tucker > Catalog,Catalog,T-TW-BNDL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-TW-BNDL.png
12032BOOST,Boost Pump w/ ELBOWS,Tucker > Pure Water Systems,Pure Water Systems,12032BOOST.png,C:\Codex\AZCS Inventory\Images\Tucker images\12032BOOST.png
RHG-P0106,Bracket - SED/CAR,Tucker > Catalog,Catalog,RHG-P0106.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\RHG-P0106.jpeg
T-VALVE-BRACKET,Bracket for Bypass Valve,Tucker > Accessories,Accessories,T-VALVE-BRACKET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-VALVE-BRACKET.jpeg
BRACKET-WIDECLAMP,Bracket for Saddle Clamp,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,BRACKET-WIDECLAMP.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\BRACKET-WIDECLAMP.jpeg
T-GHS-BRASS,Brass Garden Hose Splitter,Tucker > Accessories,Accessories,T-GHS-BRASS.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GHS-BRASS.png
T-1000-003,CARBON Filter Bracket,Tucker > Pure Water Systems,Pure Water Systems,T-1000-003.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-1000-003.jpeg
90100-CF-EXT,CF Pole Extension,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,90100-CF-EXT.png,C:\Codex\AZCS Inventory\Images\Tucker images\90100-CF-EXT.png
63042,"Check Valve 1/2""",Tucker > Accessories,Accessories,63042.png,C:\Codex\AZCS Inventory\Images\Tucker images\63042.png
20062-SS-C,"Clamp/Hardware for 4"" SS housing",Tucker > Water Fed Pole Parts,Water Fed Pole Parts,20062-SS-C.png,C:\Codex\AZCS Inventory\Images\Tucker images\20062-SS-C.png
12021-C,Cobra Clamps,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,12021-C.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\12021-C.jpeg
SORBO-SQ10-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10""",Tucker > Catalog,Catalog,SORBO-SQ10-FXD.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ10-FXD.jpeg
SORBO-SQ14-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 14""",Tucker > Catalog,Catalog,SORBO-SQ14-FXD.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ14-FXD.jpeg
SORBO-SQ18-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 18""",Tucker > Catalog,Catalog,SORBO-SQ18-FXD.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ18-FXD.jpeg
SORBO-SQ6-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6""",Tucker > Catalog,Catalog,SORBO-SQ6-FXD.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ6-FXD.jpeg
SORBO-SQ10-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10""",Tucker > Catalog,Catalog,SORBO-SQ10-SWV.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ10-SWV.jpeg
SORBO-SQ14-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14""",Tucker > Catalog,Catalog,SORBO-SQ14-SWV.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ14-SWV.jpeg
SORBO-SQ18-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18""",Tucker > Catalog,Catalog,SORBO-SQ18-SWV.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ18-SWV.jpeg
SORBO-SQ6-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6""",Tucker > Catalog,Catalog,SORBO-SQ6-SWV.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-SQ6-SWV.jpeg
T-1000-004,DI Filter Bracket,Tucker > Pure Water Systems,Pure Water Systems,T-1000-004.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-1000-004.png
20066-DI,DI Insert for 30in DI Housing,Tucker > Catalog,Catalog,20066-DI.png,C:\Codex\AZCS Inventory\Images\Tucker images\20066-DI.png
20016,DI Refill Bags 2,Tucker > Catalog,Catalog,20016.png,C:\Codex\AZCS Inventory\Images\Tucker images\20016.png
80004-PLUS,Digital Flow Controller w/ antenna,Tucker > Catalog,Catalog,80004-PLUS.png,C:\Codex\AZCS Inventory\Images\Tucker images\80004-PLUS.png
20051-RO,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane,Tucker > Pure Water Systems,Pure Water Systems,20051-RO.png,C:\Codex\AZCS Inventory\Images\Tucker images\20051-RO.png
10070-12-REMOTE,DIY Delivery Panel w/ Remote,Tucker > Catalog,Catalog,10070-12-REMOTE.png,C:\Codex\AZCS Inventory\Images\Tucker images\10070-12-REMOTE.png
10070-BOOST,DIY RO BOOST PANEL,Tucker > Catalog,Catalog,10070-BOOST.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\10070-BOOST.jpeg
T-5BR-CF,End Cap for 25' Tucker Carbon Fiber Pole,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-5BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-5BR-CF.png
T-7BR-CF,End Cap for 35' Tucker Carbon Fiber Pole,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-7BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-7BR-CF.png
T-9BR-CF,End Cap for 50' Tucker Carbon Fiber Pole,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-9BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-9BR-CF.png
T-10BR-CF,End Cap for 60' Tucker Carbon Fiber Pole,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-10BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-10BR-CF.png
T-3BR-CF,End Cap for ECO-15,Tucker > Catalog,Catalog,T-3BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-3BR-CF.png
T-4BR-CF,End Cap for Tucker Carbon Fiber Pole,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-4BR-CF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-4BR-CF.png
T-SOCKET-90,"EURO Brush Socket, Black",Tucker > Accessories,Accessories,T-SOCKET-90.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SOCKET-90.png
T-DIAL-ASSEMBLY,EZ Dial Clamp Adjuster,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-DIAL-ASSEMBLY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-DIAL-ASSEMBLY.png
20001-E-UGK,EZ RO Conversion kit,Tucker > Catalog,Catalog,20001-E-UGK.png,C:\Codex\AZCS Inventory\Images\Tucker images\20001-E-UGK.png
T-GN-ADJ-FEMALE,Female end of adjustable Tucker Gooseneck,Tucker > Accessories,Accessories,T-GN-ADJ-FEMALE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-ADJ-FEMALE.png
T-FG-EXT-WC,FG Pole Extension #10 Section,Tucker > Water Fed Pole Parts,Water Fed Pole Parts,T-FG-EXT-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-FG-EXT-WC.png
10041-KIT,Fitting Kit,Tucker > Accessories,Accessories,10041-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\10041-KIT.png
T-CART-REPAIR-KIT,Fittings Repair Kit,Tucker > Accessories,Accessories,T-CART-REPAIR-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-CART-REPAIR-KIT.png
T-FUNNEL,Funnel for resin tank refill 10X2,Tucker > Catalog,Catalog,T-FUNNEL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-FUNNEL.png
60040,Garden Hose Quick Connect FEMALE w/ valve,Tucker > Accessories,Accessories,60040.png,C:\Codex\AZCS Inventory\Images\Tucker images\60040.png
12026,GFCI Plug,Tucker > Catalog,Catalog,12026.png,C:\Codex\AZCS Inventory\Images\Tucker images\12026.png
UGK-20ALPHA-SOLAR-GL,Glide Bristle Upgrade For 20 Alpha Solar,Tucker > Catalog,Catalog,UGK-20ALPHA-SOLAR-GL.png,C:\Codex\AZCS Inventory\Images\Tucker images\UGK-20ALPHA-SOLAR-GL.png
T-KNOB-ASY,Gooseneck Knob Assembly,Tucker > Accessories,Accessories,T-KNOB-ASY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-KNOB-ASY.png
T-BOAB-GRY,Grey Bucket on a Belt,Tucker > Catalog,Catalog,T-BOAB-GRY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-BOAB-GRY.png
T-20-MOBI-C,H2Go w/ Remote,Tucker > Catalog,Catalog,T-20-MOBI-C.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-20-MOBI-C.jpeg
10041-110V-SS,H2PRO 3 Stage (110v),Tucker > Pure Water Systems,Pure Water Systems,10041-110V-SS.png,C:\Codex\AZCS Inventory\Images\Tucker images\10041-110V-SS.png
T-H2PRO-DIS-REPLACEMENT,H2PRO DI Saver Replacement,Tucker > Pure Water Systems,Pure Water Systems,T-H2PRO-DIS-REPLACEMENT.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-H2PRO-DIS-REPLACEMENT.jpeg
T-SOLAR-10041,H2Pro Kit for Solar Panel Cleaning,Tucker > Pure Water Systems,Pure Water Systems,T-SOLAR-10041.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SOLAR-10041.png
10041-110V-KIT-15,H2Pro Kit w/ Junior and Hose Reel,Tucker > Pure Water Systems,Pure Water Systems,10041-110V-KIT-15.png,C:\Codex\AZCS Inventory\Images\Tucker images\10041-110V-KIT-15.png
10041-110V-KIT-30,H2Pro Kit w/ Tucker-30 and Hose Reel,Tucker > Pure Water Systems,Pure Water Systems,10041-110V-KIT-30.png,C:\Codex\AZCS Inventory\Images\Tucker images\10041-110V-KIT-30.png
80005,Handheld TDS Meter,Tucker > Catalog,Catalog,80005.png,C:\Codex\AZCS Inventory\Images\Tucker images\80005.png
T-TNK-HND-COMPLETE,Handle for 1/2 cubic foot DI Tank (assembled),Tucker > Catalog,Catalog,T-TNK-HND-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-TNK-HND-COMPLETE.png
65000,"Handle, Plastic Tapered",Tucker > Catalog,Catalog,65000.png,C:\Codex\AZCS Inventory\Images\Tucker images\65000.png
UGK-20ALPHA-SOLAR-HB,Honey Badger Upgrade For 20 Alpha Solar,Tucker > Catalog,Catalog,UGK-20ALPHA-SOLAR-HB.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\UGK-20ALPHA-SOLAR-HB.jpeg
12037,Hose Barb Straight 1/2 JG to 3/4,Tucker > Accessories,Accessories,12037.png,C:\Codex\AZCS Inventory\Images\Tucker images\12037.png
T-INLINE-GAUGE,Inline Pressure Gauge,Tucker > Accessories,Accessories,T-INLINE-GAUGE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-INLINE-GAUGE.png
80012,In-line TDS Meter Single Probe,Tucker > Catalog,Catalog,80012.png,C:\Codex\AZCS Inventory\Images\Tucker images\80012.png
T-ALPHA-SIMUL-KIT,Jet and Rinse Bar Simultaneous Operation Kit for Alpha Brushes,Tucker > Accessories,Accessories,T-ALPHA-SIMUL-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ALPHA-SIMUL-KIT.png
12012,Large Battery Box,Tucker > Catalog,Catalog,12012.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\12012.jpeg
